organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;209171/ОК Запасные части к компрессорам  для АО ТГК-11;4979933.55 ₽;2023-10-30;2023-11-13;Архив;Конкурс;interrao;ИР310822;28.13.28.000;https://www.tektorg.ru/inter_rao/procedures/9346312;компрессор;нет;;
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Поставка компрессора для холодильной установки;НМЦ не установлена;2023-11-02;2023-11-10;Архив;Ценовой запрос;market;599346;28.13.23.000;https://www.tektorg.ru/market/procedures/9382149;компрессор;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";7708587205;;"Поставка электроматериалов для подключения компрессора для СМТ ""Стройиндустрия""- филиала АО ""РЖДстрой""";77336.33 ₽;2023-11-09;2023-11-10;Архив;Ценовой запрос;market;602074;27.12.22.000;https://www.tektorg.ru/market/procedures/9448505;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";1435064435;;Поставка оборудования: Компрессор воздушный, поршневого типа, с ременным приводом от электродвигателя;208000 ₽;2023-11-09;2023-11-10;Отменён;Закупка малого объема;market;601608;28.13.26.000;https://www.tektorg.ru/market/procedures/9447401;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;(МФ) Поставка регулировочного клапана системы охлаждения конденсатора забортной воды рефкомпрессора для ледокола «Капитан Драницын»;НМЦ не установлена;2023-11-07;2023-11-10;Отменён;Ценовой запрос;market/rosmorport_kim;600474;47.78.90.000;https://www.tektorg.ru/market/procedures/9430484;компрессор;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРФЬ БРАТЬЕВ НОБЕЛЬ""";7610073958;;Поставка компрессора для лазерной установки;745000 ₽;2023-11-03;2023-11-10;Архив;Запрос предложений;zakupki;ЗП311298;;https://www.tektorg.ru/223-fz/procedures/9392651;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ФОНД ИНФОРМАЦИИ ПО ПРИРОДНЫМ РЕСУРСАМ И ОХРАНЕ ОКРУЖАЮЩЕЙ СРЕДЫ МИНПРИРОДЫ РОССИИ""";7734258158;;Поставка автомобильного компрессора;5873.58 ₽;2023-11-02;2023-11-10;Архив;Запрос котировок в электронной форме;44fz;0373100103723000044;28.13.28.000;https://www.tektorg.ru/44-fz/procedures/9381967;компрессор;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;Поставка компрессора и осушителя;НМЦ не установлена;2023-10-30;2023-11-09;Архив;Запрос предложений;zakupki;ЗП3102497;28.13.28.000;https://www.tektorg.ru/223-fz/procedures/9343414;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";1435064435;;Поставка оборудования: Компрессор воздушный, поршневого типа, с ременным приводом от электродвигателя;169990 ₽;2023-11-08;2023-11-09;Отменён;Закупка малого объема;market;600989;28.13.26.000;https://www.tektorg.ru/market/procedures/9432044;компрессор;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Компрессор кондиционера для Маяковской ТЭС;111739.44 ₽;2023-10-31;2023-11-08;Архив;Ценовой запрос (с закрытыми ценами);market;597235;28.13.23.000;https://www.tektorg.ru/market/procedures/9349065;компрессор;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРСКАЯ ИНТЕРНЕТ КОМПАНИЯ""";7708119944;;"19-09.23 Холодильное оборудование (ООО ""РН-Информ"")";28500 ₽;2023-10-03;2023-11-07;Архив;Запрос предложений;sale/vitrine;ПИ310015;;https://www.tektorg.ru/sale/procedures/9087618;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Поставка рефрижераторного компрессора;НМЦ не установлена;2023-11-01;2023-11-07;Архив;Ценовой запрос;market/rosmorport_kim;598055;28.13.23.000;https://www.tektorg.ru/market/procedures/9361564;компрессор;нет;;
ФИЛИАЛ ПО ЭКСПЛУАТАЦИИ ВОДОХРАНИЛИЩ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;5008028127;;Поставка компрессора;47154.66 ₽;2023-10-27;2023-11-03;Архив;Запрос котировок в электронной форме;44fz;0369400001223000078;28.13.24.000;https://www.tektorg.ru/44-fz/procedures/9320103;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""";2632055946;;"Поставка компрессора промышленного  для нужд ГКУЗ ""Ставропольский краевой госпиталь для ветеранов войн""";230536.67 ₽;2023-10-26;2023-11-03;Архив;Электронный аукцион;44fz;0321200014923000168;28.13.2;https://www.tektorg.ru/44-fz/procedures/9306932;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Поставка ЗИП для главного компрессора;НМЦ не установлена;2023-10-30;2023-11-03;Работа комиссии;Ценовой запрос;market/rosmorport_kim;596815;28.13.26.000;https://www.tektorg.ru/market/procedures/9342537;компрессор;нет;;
"БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""ЧЕБОКСАРСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ";2129009451;;Компрессор с кожухом и осушителем для одной установки Dawootech dw 30;504600 ₽;2023-10-31;2023-11-02;Архив;Ценовой запрос;market;597768;28.13.28.000;https://www.tektorg.ru/market/procedures/9353348;компрессор;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка втулок для ремонта сальников и поршневых групп компрессоров для ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-10-18;2023-11-01;Архив;Запрос предложений;zakupki;ЗП3101266;;https://www.tektorg.ru/223-fz/procedures/9221637;компрессор;нет;;
КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ;;нет в словаре площадки;"Поставка компрессория для трихинеллоскопа для нужд ГБУ СО ""СВО"" в 2023 г.";253704 ₽;2023-10-24;2023-11-01;Архив;Электронный аукцион;44fz;0142200001323023171;23.19.26.900;https://www.tektorg.ru/44-fz/procedures/9281386;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";1435335477;;Поставка компрессора воздушного для медицинских изделий;184283.18 ₽;2023-10-20;2023-10-30;Архив;Запрос котировок в электронной форме;44fz;0816500000623018785;32.50.11.000;https://www.tektorg.ru/44-fz/procedures/9246732;компрессор;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка запасных частей к поршневым компрессорам для нужд ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-09-05;2023-10-26;Отменён, Архив;Запрос предложений;zakupki;ЗП309314;28.13.32.120;https://www.tektorg.ru/223-fz/procedures/8806018;компрессор;нет;;
"Филиал ""Костромская ГРЭС"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Комплектующие к компрессорам ВШВ для Костромской ГРЭС;256723.33 ₽;2023-10-17;2023-10-26;Архив;Ценовой запрос (с закрытыми ценами);market;590302;29.32.30.240;https://www.tektorg.ru/market/procedures/9208434;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Поставка компрессора Danfoss SC18CL;НМЦ не установлена;2023-10-18;2023-10-24;Отменён;Ценовой запрос;market;590871;28.13.23.000;https://www.tektorg.ru/market/procedures/9221591;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Поставка  сменно запасных частей  компрессора пускового воздуха SPERRE  HV 2/219 (Norway 1981 year)  ледокола «Магадан».;НМЦ не установлена;2023-10-16;2023-10-24;Отменён;Ценовой запрос;market/rosmorport_kim;589470;27.12.10.110;https://www.tektorg.ru/market/procedures/9197453;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Разработка проектной документацию на замену электрокомпрессора для накачивания сжатого воздуха в резервуары для пуска ДВС, взамен установленного ранее, при постройке  ПУС «Херсонес»;НМЦ не установлена;2023-10-20;2023-10-23;Архив;Ценовой запрос;market/rosmorport_kim;592716;71.12.40.119;https://www.tektorg.ru/market/procedures/9247652;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Запрос ценовой информации в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства, (ЗЦИ ДБФ 212-23) для определения начальной (максимальной) цены договора на выполнение работ по ремонту компрессора №1 рефрижераторной установки провизионных кладовых ледокола «Капитан Хлебников» в морском порту Владивосток;НМЦ не установлена;2023-10-13;2023-10-23;Архив;Запрос предоставления ценовой информации;zakupki/rosmorport_zakupki;ЗП310915;33.15.10.000;https://www.tektorg.ru/223-fz/procedures/9168807;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;(№ КФ 54-23) по выбору организации на право заключения договора на разработку проектной документацию на замену электрокомпрессора для накачивания сжатого воздуха в резервуары для пуска ДВС, взамен установленного ранее, при постройке ПУС «Херсонес» Крымского филиала ФГУП «Росморпорт»;245000 ₽;2023-10-10;2023-10-18;Архив;Запрос котировок;zakupki/rosmorport_zakupki;ЗП310655;71.12.19;https://www.tektorg.ru/223-fz/procedures/9142944;компрессор;нет;;
"КИРОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПО ТЕХНИЧЕСКОМУ СОПРОВОЖДЕНИЮ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";4345233451;;Поставка компрессора воздушного трубопроводной системы/источника газа;242500 ₽;2023-10-05;2023-10-13;Архив;Электронный аукцион;44fz;0340200003323013926;32.50.50.190;https://www.tektorg.ru/44-fz/procedures/9106354;компрессор;нет;;
КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ;;нет в словаре площадки;Поставка запасных частей к дыхательным аппаратам и компрессорам;767420 ₽;2023-09-29;2023-10-12;Архив;Электронный аукцион;44fz;0142200001323021148;28.13.32.110;https://www.tektorg.ru/44-fz/procedures/9051809;компрессор;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка Компрессора воздушного винтового.;НМЦ не установлена;2023-09-25;2023-10-09;Отменён;Запрос предложений;zakupki;ЗП3091902;;https://www.tektorg.ru/223-fz/procedures/8997850;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;"Выполнение работ по диагностике криогенного компрессора ""Sumitomo Marathon F-70""";НМЦ не установлена;2023-10-03;2023-10-09;Архив;Ценовой запрос;market;583575;33.12.29.900;https://www.tektorg.ru/market/procedures/9088747;компрессор;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка запасных частей к поршневым компрессорам для нужд ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-09-05;2023-10-06;Отменён, Архив;Запрос предложений;zakupki;ЗП309250;;https://www.tektorg.ru/223-fz/procedures/8804952;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Компрессор Becker и запасные части к нему по заявке КРТ 020/23;НМЦ не установлена;2023-09-25;2023-10-02;Архив;Ценовой запрос;market/rosmorport_kim;579787;28.13.28.000;https://www.tektorg.ru/market/procedures/8998502;компрессор;нет;;
"Акционерное общество ""Туапсинский морской торговый порт""";2322001997;;Поставка компрессора Carlyle 06 ЕА 265600 для нужд  АО «Туапсинский морской торговый порт»;10687.95 €;2023-09-21;2023-09-29;Архив;Запрос котировок;zakupki/portone_os;ЗП3091645;28.13.23;https://www.tektorg.ru/223-fz/procedures/8958370;компрессор;нет;;
"Общество с ограниченной ответственностью ""Центр пожарной безопасности- Стрежевой""";;нет в словаре площадки;Расходные материалы для компрессоров  Bauer;НМЦ не установлена;2023-09-20;2023-09-29;Архив;Ценовой запрос;market;576750;28.29.82.120;https://www.tektorg.ru/market/procedures/8943867;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;ТО компрессора;НМЦ не установлена;2023-09-12;2023-09-28;Работа комиссии;Ценовой запрос;market;573774;33.12.19.000;https://www.tektorg.ru/market/procedures/8869483;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;ТО и диагностика компрессора;НМЦ не установлена;2023-09-12;2023-09-28;Работа комиссии;Ценовой запрос;market;573775;33.12.19.000;https://www.tektorg.ru/market/procedures/8869346;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;ТО компрессора Сорокин 200;НМЦ не установлена;2023-09-13;2023-09-25;Архив;Ценовой запрос;market;574619;33.12.29.900;https://www.tektorg.ru/market/procedures/8882441;компрессор;нет;;
"Публичное акционерное общество ""Сатурн""";5508000955;;Компрессор винтовой BERG ВК-45 (IP 54);НМЦ не установлена;2023-09-19;2023-09-22;Архив;Ценовой запрос;market;577123;28.13.28.000;https://www.tektorg.ru/market/procedures/8933066;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИЙ КОМПЛЕКС САНКТ-ПЕТЕРБУРГА""";7830001028;;Поставка компрессоров и генераторов;НМЦ не установлена;2023-09-18;2023-09-21;Архив;Закупка малого объема;market;576413;28.13.26.000;https://www.tektorg.ru/market/procedures/8929530;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;поставка и замена впускного клапана компрессора;НМЦ не установлена;2023-09-12;2023-09-19;Архив;Ценовой запрос;market;573653;33.12.19.000;https://www.tektorg.ru/market/procedures/8868726;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;Выполнение работ по ремонту компрессора с поставкой запасных частей;НМЦ не установлена;2023-09-12;2023-09-19;Архив;Ценовой запрос;market;573640;33.12.19.000;https://www.tektorg.ru/market/procedures/8868703;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;Выполнение работ по ремонту компрессора с поставкой запасных частей;НМЦ не установлена;2023-09-12;2023-09-19;Архив;Ценовой запрос;market;573632;33.12.19.000;https://www.tektorg.ru/market/procedures/8868693;компрессор;нет;;
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКАЯ БОЛЬНИЦА""";5040175486;;Компрессор стоматологический (безмасляный);4493241.66 ₽;2023-08-31;2023-09-12;Архив;Электронный аукцион;44fz;0348500004023000381;;https://www.tektorg.ru/44-fz/procedures/8763406;компрессор;нет;;
"ПЕРМСКОЕ КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АВТОВОКЗАЛ""";5904100150;;Выполнение работ по ремонту стартеров, генераторов, компрессоров кондиционера, моторчиков;83766.67 ₽;2023-09-05;2023-09-08;Архив;Закупка малого объема;market;570391;45.20.21.212;https://www.tektorg.ru/market/procedures/8805454;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Демонтаж, монтаж и ПНР электрокомпрессора на судне;НМЦ не установлена;2023-08-31;2023-09-07;Архив;Ценовой запрос;market/rosmorport_kim;568942;33.12.18.000;https://www.tektorg.ru/market/procedures/8761645;компрессор;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Поставка мультипликатора компрессора 5ГЦ для цеха №5 ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-08-22;2023-09-05;Архив;Запрос предложений;zakupki;ЗП3081611;;https://www.tektorg.ru/223-fz/procedures/8674183;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;Светильник НСП, Изолента, Фильтр для воды Karcher, Кабель сварочный, Провод кроссовый, Полевой кабель, шланг для компрессора, Очиститель оптических коннекторов и портов;НМЦ не установлена;2023-08-31;2023-09-05;Работа комиссии;Ценовой запрос;market;569003;47.78.90.000;https://www.tektorg.ru/market/procedures/8761961;компрессор;нет;;
"ПЕРМСКОЕ КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АВТОВОКЗАЛ""";5904100150;;Выполнение работ по ремонту стартеров, генераторов, компрессоров кондиционера, моторчиков;83766.67 ₽;2023-09-01;2023-09-05;Архив;Закупка малого объема;market;569478;45.20.21.212;https://www.tektorg.ru/market/procedures/8766706;компрессор;нет;;
СЕВЕРО-УРАЛЬСКОЕ МЕЖРЕГИОНАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ПРИРОДОПОЛЬЗОВАНИЯ;7202128616;;Компрессор Fubag Compact Ait 220В или эквивалент;15710 ₽;2023-08-28;2023-09-05;Архив;Запрос котировок в электронной форме;44fz;0167100001623000090;28.13.28.000;https://www.tektorg.ru/44-fz/procedures/8733299;компрессор;нет;;
"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА СВЯТОЙ ПРЕПОДОБНОМУЧЕНИЦЫ ЕЛИЗАВЕТЫ""";7804041070;;Поставка гелия для гелиевого компрессора с заправкой;1860000 ₽;2023-08-25;2023-09-04;Архив;Электронный аукцион;44fz;0372200277523000325;20.11.11.131;https://www.tektorg.ru/44-fz/procedures/8706220;компрессор;нет;;
ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;6608001915;;358-ЗК(ЭЛ)(СМП) Поставка фильтров для компрессоров Atlas Copco.;526810 ₽;2023-08-24;2023-08-31;Архив;Запрос котировок;zakupki;ЗП3081825;29.32.30;https://www.tektorg.ru/223-fz/procedures/8697922;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В СВЕРДЛОВСКОЙ ОБЛАСТИ""";6670081969;;Поставка  компрессора в    филиал  ФБУЗ «Центр гигиены и эпидемиологии в Свердловской области в г. Североуральск, г.Ивдель, г.Краснотурьинск и г.Карпинск»;337345 ₽;2023-08-11;2023-08-30;Архив;Аукцион;zakupki;ЗП308864;28.13.28.000;https://www.tektorg.ru/223-fz/procedures/8582874;компрессор;нет;;
СЕВЕРО-УРАЛЬСКОЕ МЕЖРЕГИОНАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ПРИРОДОПОЛЬЗОВАНИЯ;7202128616;;Компрессор безмасляный с ресивером 5л;15710 ₽;2023-08-21;2023-08-28;Архив;Запрос котировок в электронной форме;44fz;0167100001623000087;28.13.28.000;https://www.tektorg.ru/44-fz/procedures/8666592;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;"Поставка новых СЗЧ для воздушного компрессора, датчики масленого давления парома ""Балтийск""";НМЦ не установлена;2023-08-21;2023-08-25;Отменён;Ценовой запрос;market/rosmorport_kim;563988;28.13.32.120;https://www.tektorg.ru/market/procedures/8667499;компрессор;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Проведение испытаний показателей качества масла для подбора альтернативной марки смазочного масла для газодожимных компрессоров Atlas Copco Comptec LLC (тип TP10T22D1);126000 ₽;2023-08-17;2023-08-25;Архив;Ценовой запрос (с закрытыми ценами);market;563215;71.12.40.139;https://www.tektorg.ru/market/procedures/8637250;компрессор;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Проведение испытаний показателей качества масла для подбора альтернативной марки смазочного масла для газодожимных компрессоров Atlas Copco Comptec LLC (тип TP10T22D1);126800 ₽;2023-08-17;2023-08-25;Отменён;Ценовой запрос;market;563211;71.12.40.139;https://www.tektorg.ru/market/procedures/8637227;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;Очистка электрооборудования (компрессоры);НМЦ не установлена;2023-08-15;2023-08-25;Архив;Ценовой запрос;market;561919;33.14.11.000;https://www.tektorg.ru/market/procedures/8612001;компрессор;нет;;
КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ;;нет в словаре площадки;"Поставка компрессора стоматологического для нужд ГБУЗ СО ""Жигулевская ЦГБ"".";450000 ₽;2023-08-16;2023-08-24;Архив;Электронный аукцион;44fz;0142200001323017908;32.50.11.110;https://www.tektorg.ru/44-fz/procedures/8623627;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Произвести ремонт системы кондиционирования провизионной установки (имеется утечка фреона). Силовая установка на базе компрессора GEA Bock GmbH HGX22e/160-4.;НМЦ не установлена;2023-08-17;2023-08-22;Архив;Ценовой запрос;market/rosmorport_kim;563182;33.12.18.000;https://www.tektorg.ru/market/procedures/8637201;компрессор;нет;;
КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ;;нет в словаре площадки;Поставка компрессоров воздушных для медицинских изделий, для нужд государственного бюджетного учреждение здравоохранения Самарской области «Самарская городская клиническая стоматологическая поликлиника № 1»;120000 ₽;2023-08-10;2023-08-21;Архив;Электронный аукцион;44fz;0142200001323017568;;https://www.tektorg.ru/44-fz/procedures/8574077;компрессор;нет;;
СЕВЕРО-УРАЛЬСКОЕ МЕЖРЕГИОНАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ПРИРОДОПОЛЬЗОВАНИЯ;7202128616;;Компрессор безмасляный с ресивером 5л;15710 ₽;2023-08-11;2023-08-18;Архив;Запрос котировок в электронной форме;44fz;0167100001623000075;28.13.28.000;https://www.tektorg.ru/44-fz/procedures/8582512;компрессор;нет;;
