nomer_stroki;model;strana;zakazchik_i_obekt;zakazchik;god_postavki;hvost_stroki;istochnik;data_sbora
104;ОК-500-92;Узбекистан;Электрохимпром Электрохимпром;Электрохимпром;1955;3,5 500 1 0,88 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
105;ОК-500-94;Украина;МЗ им.Дзержинского МЗ им.Дзержинского;МЗ им.Дзержинского;1955;3,5 500 1 0,88 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
106;ОК-500-94;Казахстан;Усть-Каменогорский свинцово- цинковый комбинат Усть-Каменогорский свинцово-цинковый комбинат;Усть-Каменогорский свинцово- цинковый комбинат Усть-Каменогорский свинцово-цинковый комбинат;1955;3,5 500 1 0,88 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
107;ОК-500-94;Россия;Главкислород Главкислород;Главкислород;1955;3,5 500 1 0,88 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
108;ОК-500-94;Россия;Новокемеровский ХК Новокемеровский ХК;Новокемеровский ХК;1955;3,5 500 1 0,88 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
109;Н-2000-32;Венгрия;Меткомбинат Меткомбинат;Меткомбинат;1956;Металлургия;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
110;К-250-61-1;Россия;ГПЗ N 9 ГПЗ N 9;ГПЗ N 9;1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
111;К-250-61-1;Украина;Дзержинскуголь Дзержинскуголь;Дзержинскуголь;1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
112;К-250-61-1;Россия;Пикалевский глиноземный завод Пикалевский глиноземный завод;Пикалевский глиноземный завод;1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
113;К-250-61-1;Россия;"Трест ""Артемшахтстрой"" с/у 4 Трест ""Артемшахтстрой"" с/у 4";"Трест ""Артемшахтстрой"" с/у 4";1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
114;К-250-61-1;Украина;"Трест ""Ворошиловуголь"" шахта им.Артема Трест ""Ворошиловуголь"" шахта им.Артема";"Трест ""Ворошиловуголь"" шахта им.Артема";1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
115;К-250-61-1;Россия;"Трест ""Орджоникидзеуголь"" шахта ""Красный Октябрь"" Трест ""Орджоникидзеуголь"" шахта ""Красный Октябрь""";"Трест ""Орджоникидзеуголь"" шахта ""Красный Октябрь""";1956;1,5 250 3 9,00 1,00 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
116;Н-3600-11-1;Россия;Уфалейский никелевый завод Уфалейский никелевый завод;Уфалейский никелевый завод;1956;Металлургия;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
117;Н-3600-11-1;Россия;Южуралникель Южуралникель;Южуралникель;1956;Металлургия;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
118;К-250-61-1;Россия;Златоустовский МЗ Златоустовский МЗ;Златоустовский МЗ;1956;1,5 250 3 9,00 1,00 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
119;К-250-61-1;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1956;1,5 250 3 9,00 1,00 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
120;Н-6500-11-1;Украина;Криворожский ЮГОК Криворожский ЮГОК;Криворожский ЮГОК;1956;1,6 6500 1 0,10 0,09 Электродвигатель Металлургия дымовой газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
121;Н-6500-11-1;Россия;Кузнецкий МК Кузнецкий МК;Кузнецкий МК;1956;1,6 6500 1 0,10 0,09 Электродвигатель Металлургия дымовой газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
122;К-480-41-1;Украина;Азот Азот;Азот;1956;1,5 480 2 0,34 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
123;Н-1200-25-1;Россия;Баглейский коксо-химический завод Баглейский коксо-химический завод;Баглейский коксо-химический завод;1956;не менее 0.7 1050 1 0,12 0,09 Паровая турбина Химическая коксовый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
124;Н-1200-26-1;Россия;Салаватнефтеоргсинтез Салаватнефтеоргсинтез;Салаватнефтеоргсинтез;1956;Химическая;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
125;Н-6500-11-1;Россия;Абагурская аглофабрика Абагурская аглофабрика;Абагурская аглофабрика;1956;1,6 6500 1 0,10 0,09 Электродвигатель Металлургия дымовой газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
126;ОК-500-92;Украина;Запорожсталь МЗ Запорожсталь МЗ;Запорожсталь МЗ;1956;3,5 500 1 0,88 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
127;Н-1700-41-1;Украина;МЗ им.Дзержинского МЗ им.Дзержинского;МЗ им.Дзержинского;1956;6 1700 1 0,35 0,10 Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
128;К-1500-61-1;Россия;Тулачермет Тулачермет;Тулачермет;1956;8,5 1558 3 0,74 0,96 Паровая турбина Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
129;К-3250-41-1;Украина;Донецкий МК Донецкий МК;Донецкий МК;1956;9,8 2450 2 0,44 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
130;К-4250-41-1;Украина;Алчевский МК Алчевский МК;Алчевский МК;1956;18 4240 2 0,40 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
131;К-4250-41-1;Украина;Макеевский МЗ Макеевский МЗ;Макеевский МЗ;1956;18 4240 2 0,40 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
132;К-4250-41-1;Польша;Хута им.Сендземира Хута им.Сендземира;Хута им.Сендземира;1956;18 4240 2 0,40 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
133;Н-700-11-1;Украина;Запорожсталь МЗ Запорожсталь МЗ;Запорожсталь МЗ;1956;не менее 0.3 700 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
134;Н-700-12-1;Россия;Новолипецкий МК Новолипецкий МК;Новолипецкий МК;1956;не менее 0.3 700 1 0,02 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
