tip;nomer;produkt;izgotovitel;deklarant;status;strana;data;url;istochnik;data_sbora
Сертификат;С-RU.НО03.В.00346 ФСА ↗;Системы и комплексы водоочистные. Модели и составные части - см. приложение, бланки №№ 0291933-0291987;"Общество с ограниченной ответственностью ""КФ Центр""";"Общество с ограниченной ответственностью ""КФ Центр""";Архивный;РОССИЯ;24.04.2012;›;https://vaskov.pro/sertifikaty/certificate/2159164;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CN.АГ83.В.02683 ФСА ↗;Запасные части для грузовых автомобилей с маркировками JINAN CREATEK TECHNOLOGY, JINAN CREATEK TECHNOLOGY CO., LTD, JINAN CREATEK TECH. CO., LTD (см. приложение на 10 листах, бланки №№ 0304411-0304415…;"""JINAN CREATEK TECHNOLOGY CO., LTD"";1110, Hualong Road, Jinan, China, Китай";"""JINAN CREATEK TECHNOLOGY CO., LTD"";1110, Hualong Road, Jinan, China, Китай";Архивный;Китайская Народная Республика;23.04.2012;›;https://vaskov.pro/sertifikaty/certificate/863826;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.АЕ44.В.01129 ФСА ↗;Технологическое оборудование для производства целлюлозосодержащих добавок VIATOP в комплектации по приложению № 0391260, № 0391264 - № 0391266 (4 листа), 1 комплект. Договор № 20111130 от 30.11.2011;"""J.Rettenmaier & GmbH + Co KG"";Holzmühle 1, 73494 Rosenberg, Германия";"""J.Rettenmaier & GmbH + Co KG"";Holzmühle 1, 73494 Rosenberg, Германия";Архивный;Федеративная Республика Германия;16.04.2012;›;https://vaskov.pro/sertifikaty/certificate/1101399;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.ДС01.А.00497 ФСА ↗;Установка для обеспечения сжатого воздуха для линии лесопиления по контракту № 005\11 CARM-ORION от 15 марта 2011 г. См. приложение № 0132181;"""KAESER KOMPRESSOREN GmbH"";96410, Coburg, P.O.Box 2143, Германия";"""Carmac Group S.r.l."";Via Igna № 33, 36010, Carre (VICENZA), Италия";Действует;Федеративная Республика Германия;11.04.2012;›;https://vaskov.pro/sertifikaty/certificate/1483567;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CN.АИ71.А.06954 ФСА ↗;ОБОРУДОВАНИЕ ТЕХНОЛОГИЧЕСКОЕ ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ- линия для розлива натуральных соков в ПЭТ бутылки, с комплектующими, (частично в разобранном виде), включает в себя: см. приложения (бланки №№ …;"BAO CHUN CO., LTD;830000, Urumqi, Chantszyanla Str., 391, Китай";"Общество с ограниченной ответственностью ""Арго""";Архивный;Китайская Народная Республика;03.04.2012;›;https://vaskov.pro/sertifikaty/certificate/227014;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.ММ02.А.00243 ФСА ↗;"Оборудование технологическое для пивоваренной промышленности (сведения о составе смотри Приложения на бланках №№ 0203743-0203750; №№ 0285648-0285656)";"GEA Brewery Systems GmbH Huppman Tuchenhagen.;Heinrich-Huppmann-Strasse 1, 97318, Kitzingen, Германия";"GEA Brewery Systems GmbH;Heinrich-Huppmann-Strasse 1, 97318, Kitzingen, Германия";Действует;Федеративная Республика Германия;02.04.2012;›;https://vaskov.pro/sertifikaty/certificate/1554030;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CH.АГ83.В.00111 ФСА ↗;Снегоболотоходы торговой марки Can-Am, запасные части, комплектующие, принадлежности и аксессуары к ним. (см. приложение на 59 листах, бланки № 0303901-0303930, 0304136-0304164);"«BRP ED SA»;BRP European Distribution SA Chemin de Messidor 5/7 1006 Lausanne, Швейцария";"«BRP ED SA»;BRP European Distribution SA Chemin de Messidor 5/7 1006 Lausanne, Швейцария";Архивный;Швейцарская Конфедерация;22.03.2012;›;https://vaskov.pro/sertifikaty/certificate/917649;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.МТ42.А.19757 ФСА ↗;Автоматическая линия монтажа анодов с линией ремонта анододержателей, т.м. «NKMNOELL» (см. приложение 8а 11-ти листах, бланки №№ 0384658-0384660, 0384677-0384684)Контракт № 508C001P077 от 15.02.2008 …;"«NKM NOELL SPECIAL CRANES GmbH»;Rudolf-Diesel-Strasse 1 97209 Veitshoechheim, Germany, Германия";ЗАО «Богучанский Алюминиевый Завод»;Действует;ГЕРМАНИЯ;19.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1885119;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-IT.АЕ44.А.01474 ФСА ↗;Оборудование технологическое для птицеперерабатывающей промышленности: комплексное оборудование для участка переработки отходов в составе линий по производству функционального мясного протеина (ФМП) и…;"""CFT S.p.A."";Via Paradigna, 94/A – 43122 PARMA, Италия";"""CFT S.p.A."";Via Paradigna, 94/A – 43122 PARMA, Италия";Действует;Итальянская Республика;19.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1092114;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.МШ07.А.00063 ФСА ↗;Комплекс мобильный для зачистки резервуаров нефти и нефтепродуктов от донных осадков (см. приложение);"“EPCO – Equipment Procurement Company Ltd.”;1920 – 10th Avenue S.W. Calgary, Alberta T3C 0J8, Canada, Канада";"“EPCO – Equipment Procurement Company Ltd.”;1920 – 10th Avenue S.W. Calgary, Alberta T3C 0J8, Canada, Канада";Действует;—;15.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1655626;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-SI.АИ30.А.02884 ФСА ↗;Оборудование гальванического цеха, комплектующие см. приложение (бланки № 0368181, № 0368182, № 0368204 - № 0368208).;"Фирма ""Kovintrade d.d. Celje"";3001 Celje, p.p. 1040, Mariborska 7, Словения";"Фирма ""Kovintrade d.d. Celje"";3001 Celje, p.p. 1040, Mariborska 7, Словения";Действует;Республика Словения;15.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1534224;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-SI.АИ30.А.02846 ФСА ↗;Оборудование линии гальванизации, комплектующие см. приложение (бланки № 0368021, № 0368022, № 0368072 - № 0368077).;"""Kovintrade d.d. Celje"";3001 Celje, p.p. 1040, Mariborska 7, Словения";"""Kovintrade d.d. Celje"";3001 Celje, p.p. 1040, Mariborska 7, Словения";Действует;Республика Словения;06.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1503950;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-BG.АГ40.А.03459 ФСА ↗;Холодильная установка для охлаждения жидкости раствором гликоля, т.м. «ПИМ», модель CHILLER GALAXY GLT 120/N ф.№5123.049 с комплектующими, в состав входит: см.Приложение (бланк № 0287082 );"«ПИМ» ООД;г. Хасково 6300., Бул. Васил Левски №6, Болгария";"Общество с ограниченной ответственностью ""Райпищекомбинат ""Красноармейский""";Действует;Республика Болгария;01.03.2012;›;https://vaskov.pro/sertifikaty/certificate/1079869;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.АГ92.В.00727 ФСА ↗;Запасные части для ремонта и обслуживания транспортных средств (см. приложение на 11 листах, бланки №№ 0392061, 0392062, 0392063, 0392064, 0392065, 0392066, 0392067, 0392068, 0392069, 0392070, 0392071…;"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";Архивный;—;01.03.2012;›;https://vaskov.pro/sertifikaty/certificate/968338;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CZ.АВ86.А.03884 ФСА ↗;Компрессор центробежный, тип 4RVA88+7RMA105+5RVA78, комплектующие и запасные части в соответствии с каталогом № 01.1/ТК;"""CKD KOMPRESORY a.s."";Klecákova 347, 190 02 Praha 9, CZ, Чешская Республика";"ОАО ""Газпром нефтехим Салават""";Действует;Чешская Республика;17.02.2012;›;https://vaskov.pro/sertifikaty/certificate/724524;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.ММ02.А.00213 ФСА ↗;Оборудование технологическое для пивоваренной промышленности (сведения о составе смотри Приложения на бланках №№ 0203701-0203714);"GEA Brewery Systems GmbH;Heinrich-Huppmann-Strasse 1, 97318, Kitzingen, Германия";"GEA Brewery Systems GmbH;Heinrich-Huppmann-Strasse 1, 97318, Kitzingen, Германия";Действует;Федеративная Республика Германия;08.02.2012;›;https://vaskov.pro/sertifikaty/certificate/1211528;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.АГ37.В.44819 ФСА ↗;Запасные части для ремонта и обслуживания моторных транспортных средств (см. приложение на 51 листе, бланки № 0300303-0300353);"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";Архивный;—;01.02.2012;›;https://vaskov.pro/sertifikaty/certificate/1125951;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-US.АВ42.А.00029 ФСА ↗;Компрессор воздушный центробежный – турбокомпрессор, мод. ТА-6040.;"Фирма ""COMPRESSION SYSTEMS DIVISION OF CAMERON INTERNATIONAL CORPORATION"";3101 Broadway, Buffalo, NY, Соединенные Штаты Америки";ОАО «КРИОГЕНМАШ»;Действует;Соединенные Штаты Америки;31.01.2012;›;https://vaskov.pro/sertifikaty/certificate/803838;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CN.АГ37.В.40763 ФСА ↗;Запасные части для транспортных средств и двигателей внутреннего сгорания моделей Д-21, Д-144, Д-240, А-41, СМД 18Н (см. приложение на 14 листах, бланки № 0299004-0299017).;"""TIANJIN XIBEIER INTERNATIONAL CO.,LTD"";NO.22 OF LIUWEI ROAD,HEDONG DISTRICT,TIANJIN,CHINA, Китай";"""TIANJIN XIBEIER INTERNATIONAL CO.,LTD"";NO.22 OF LIUWEI ROAD,HEDONG DISTRICT,TIANJIN,CHINA, Китай";Архивный;Китайская Народная Республика;26.01.2012;›;https://vaskov.pro/sertifikaty/certificate/1064076;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CN.АГ37.В.25880 ФСА ↗;"Снегоболотоходы т.м. ""CFMOTO"", модели: CF500A; CF500-2A; CF500-3; X5 (типы CF500-5, CF500-5A); X6 (тип CF625-C); Z6 (тип CF625-3); RANCHER (тип CF500-3); TERRALANDER 500 (типы CF500-5, CF500-5A, CF500…";"""ZHEJIANG CFMOTO POWER CO., LTD"";311100, No 116 Wuzhou Road, Yuhang Economic Development Zone, Hangzhou, Zhejiang Province, P.R. China, Китай";"""ZHEJIANG CFMOTO POWER CO., LTD"";311100, No 116 Wuzhou Road, Yuhang Economic Development Zone, Hangzhou, Zhejiang Province, P.R. China, Китай";Архивный;Китайская Народная Республика;29.12.2011;›;https://vaskov.pro/sertifikaty/certificate/899490;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.АЯ46.В.45069 ФСА ↗;Установки газоочистные, серии: FS, FP, FD, FDH и комплектующие (см. приложения бланки №№ 0280677, 0280676, 0280675, 0280674, 0280673, 0280672, 0280671, 0280670);"Фирма ""Nederman Filtration GmbH"", Германия;Industriestrasse 9, D – 77948 Friesenheim, Germany";"Фирма ""Nederman Filtration GmbH"", Германия;Industriestrasse 9, D – 77948 Friesenheim, Germany";Архивный;Федеративная Республика Германия;15.12.2011;›;https://vaskov.pro/sertifikaty/certificate/598883;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CN.АГ37.А.12679 ФСА ↗;Линия по производству подсолнечного масла, т.м. XINXIN, модель HEBEI NANPI TAIXIN 300T/D с комплектующими (см. приложение на 2 листах, бланки № 0276334, 0276335) Контракт № 48 от 14.06.2011 г., инвойс…;"""HeBei NanPi TaiXin Machine Manufactury Co.,Ltd. "";Nanpi Hardware Electrical industry gathering in the region (Nanpi Nanpi Yonghe Road south), Китай";ООО «Донская Нива»;Действует;Китайская Народная Республика;07.12.2011;›;https://vaskov.pro/sertifikaty/certificate/944718;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DK.АИ30.В.02394 ФСА ↗;Система приготовления и дозирования раствора гипохлорита натрия на базе установок типа Selcoperm серий SES, SEP, в составе см. приложение (блан № 0246631).;"Фирма ""GRUNDFOS Holding A/S"";Poul Due Jensens Vej 7, DK-8850 Bjerringbro, Дания";"Фирма ""GRUNDFOS Holding A/S"";Poul Due Jensens Vej 7, DK-8850 Bjerringbro, Дания";Архивный;Королевство Дания;05.12.2011;›;https://vaskov.pro/sertifikaty/certificate/1373929;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-RU.МТ42.В.15566 ФСА ↗;Оборудование компрессорное: Компрессор (нагнетатель) центробежный 340-81-4 и запасные части к нему. ТУ 108.17.127-81.;ООО «Энергомаш-инжениринг»;ООО «Энергомаш-инжениринг»;Архивный;РОССИЯ;01.12.2011;›;https://vaskov.pro/sertifikaty/certificate/2176551;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-JP.АГ37.В.33505 ФСА ↗;Унифицированные узлы и детали транспортных средств, т.м. «KAWASAKI», модели (см .приложение на 9 листах, бланки №№ 0297247, 0297248, 0297249, 0297250, 0297251, 0297252, 0297253, 0297254, 0297255) Конт…;"""Kawasaki Heavy Industries Ltd."";Akashi, Japan, Япония";"ООО ""Фудзи Моторс""";Архивный;—;29.11.2011;›;https://vaskov.pro/sertifikaty/certificate/1130656;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-RU.АВ28.В.03756 ФСА ↗;Компрессор центробежный 508-33-1ЛСМ. ТЗ К.064.0508-10;Открытое Акционерное Общество «Компрессорный комплекс»;Открытое Акционерное Общество «Компрессорный комплекс»;Архивный;Российская Федерация;28.11.2011;›;https://vaskov.pro/sertifikaty/certificate/651591;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.ДС01.А.00392 ФСА ↗;Установка для обеспечения сжатого воздуха для линии лесопиления по контракту № 005/11 CRM-ORION от 15 марта 2011 г. См.приложение № 0132163;"""KAESER KOMPRESSOREN GmbH"";96410, Coburg, PO Box 2143, Германия";"""Carmac Group s.r.l."";Via Igna № 33, 36010, Carre (VICENZA), Италия";Действует;Федеративная Республика Германия;24.11.2011;›;https://vaskov.pro/sertifikaty/certificate/1278356;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-US.АВ57.В.04823 ФСА ↗;Компрессорные установки по отбору и компримированию азота на базе центробежных турбокомпрессоров «Atlas Copco Comptec LLC» модели HM26-2.65-20.2 с электроприводами «Hyundai Heavy Industries Co., Ltd»,…;"Фирма ""Atlas Copco Comptec LLC"";46 School Road Voorheesville, NY 12186, Соединенные Штаты Америки, Заводы-изготовители согласно приложению (см. бланк № 0198255).";"Фирма ""Atlas Copco Comptec LLC"";46 School Road Voorheesville, NY 12186, Соединенные Штаты Америки";Архивный;Соединенные Штаты Америки;07.11.2011;›;https://vaskov.pro/sertifikaty/certificate/720458;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-GB.МР18.В.05643 ФСА ↗;Аппараты для физико-химических процессов: установка по производству азота серии PRISM тип 35HN с комплектующими согласно приложения № 0229281, 0229282, 0229283, 0229284, 0229285;"Air Products PLC;Hersham Place Technology Park, Molesey Road, Hersham, Walton-on-Thames, Surrey, KT12 4RZ, Соединенное Королевство Великобритании и Северной Ирландии";"Air Products PLC;Hersham Place Technology Park, Molesey Road, Hersham, Walton-on-Thames, Surrey, KT12 4RZ, Соединенное Королевство Великобритании и Северной Ирландии";Архивный;Соединенное Королевство Великобритании и Северной Ирландии;02.11.2011;›;https://vaskov.pro/sertifikaty/certificate/1265785;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.АГ37.В.20535 ФСА ↗;Запасные части для ремонта и обслуживания моторных транспортных средств (см. приложение на 51 листе, бланки № 0278601-0278651).;"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";"""Wissotzky Parts, Inc"";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";Архивный;—;28.10.2011;›;https://vaskov.pro/sertifikaty/certificate/1145119;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.АГ37.В.20479 ФСА ↗;Запасные части для ремонта и обслуживания моторных транспортных средств (см. приложение на 49 листах, бланки № 0278452-0278500);"""Wissotzky Parts, Inc."";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";"""Wissotzky Parts, Inc."";279 Thornway Ave., Thornhill, Ontario, Canada L4J 7X8, Канада";Архивный;—;27.10.2011;›;https://vaskov.pro/sertifikaty/certificate/1066402;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DE.МЛ13.В.01741 ФСА ↗;"Система кормления/поения для животноводческих помещений ""HARTMANN"" в комплектации согласно Приложения: (см. бланки № 0215795 - № 0215797).";"""Hartmann Lebensmitteltechnik Anlagenbau GmbH"";Südring 17, D-31582 Nienburg/Weser, Германия";"""Hartmann Lebensmitteltechnik Anlagenbau GmbH"";Südring 17, D-31582 Nienburg/Weser, Германия";Архивный;Федеративная Республика Германия;25.10.2011;›;https://vaskov.pro/sertifikaty/certificate/1285719;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-RU.АВ28.В.03460 ФСА ↗;Компрессор центробежный К68-71-1СУ ТЗ К.045.0068-09;Открытое Акционерное Общество «Компрессорный комплекс»;Открытое Акционерное Общество «Компрессорный комплекс»;Архивный;Российская Федерация;17.10.2011;›;https://vaskov.pro/sertifikaty/certificate/636045;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-US.АВ42.А.00632 ФСА ↗;Компрессор воздушный центробежный – турбокомпрессор, мод. ТА 3000 (50) (600/125) (1 шт.).;"Фирма ""COMPRESSION SYSTEMS DIVISION OF CAMERON INTERNATIONAL CORPORATION"";3101 Broadway, Buffalo, NY, Соединенные Штаты Америки";"ОАО ""КРИОГЕНМАШ""";Действует;Соединенные Штаты Америки;06.10.2011;›;https://vaskov.pro/sertifikaty/certificate/790471;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-DK.АИ30.В.02033 ФСА ↗;Система для приготовления растворов полиэлектролитов на базе установок типа Polydos, KD с комплектующими и запасными частями к ним см. приложение (бланк № 0246177).;"Фирма ""GRUNDFOS Holding A/S"";Poul Due Jensens Vej 7, DK-8850 Bjerringbro, Denmark, Дания";"Фирма ""GRUNDFOS Holding A/S"";Poul Due Jensens Vej 7, DK-8850 Bjerringbro, Denmark, Дания";Архивный;Королевство Дания;05.10.2011;›;https://vaskov.pro/sertifikaty/certificate/1532133;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CH.АГ37.В.10176 ФСА ↗;Снегоходы торговых марок «BRP Ski-Doo», «BRP Lynx», запасные части к ним, (см. приложение 7 листах, бланки № 0260673-0260679).;"По заказу «BRP ED SA»;BRP European Distribution SA Chemin de Messidor 5-7 1006 Lausanne, Швейцария";"«BRP ED SA»;BRP European Distribution SA Chemin de Messidor 5-7 1006 Lausanne, Швейцария";Архивный;Швейцарская Конфедерация;22.09.2011;›;https://vaskov.pro/sertifikaty/certificate/965234;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-FR.АВ28.В.03236 ФСА ↗;Установка компрессорная в составе (см. приложение на 2-х листах, бланки №№ 0224445-0224446);"«GE «THERMODYN»;B.P. 119 71203 Le Creusot Cedex, France, Франция";"«GE «THERMODYN»;B.P. 119 71203 Le Creusot Cedex, France, Франция";Архивный;Французская Республика;21.09.2011;›;https://vaskov.pro/sertifikaty/certificate/651221;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-RU.МТ20.В.10533 ФСА ↗;запасные части для автомобилей АМУР (см.приложение на бланках №№ 0142845, 0142846, 0142847, 0142848).;"ЗАО ""Автомобили и моторы Урала"",";"ООО ""Автомобильная компания ""ЕК-Моторс"",";Архивный;Российская Федерация;19.09.2011;›;https://vaskov.pro/sertifikaty/certificate/1234833;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-US.АЯ46.А.55190 ФСА ↗;Оборудование и запасные части для комплексов «Непрерывная труба» и азотно-криогенных установок, комплектация согласно приложений №№ 0227212 - 0227220, 0227431 - 0227443;"""NOV HYDRA RIG, INC."";1020 Everman Parkway Fort Worth, TX76140, Соединенные Штаты Америки";"""SPE RIGCO, INC."";931 Nation Dr., Azle, TX 76020, Соединенные Штаты Америки";Архивный;Соединенные Штаты Америки;06.09.2011;›;https://vaskov.pro/sertifikaty/certificate/580525;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-PL.АВ28.В.03054 ФСА ↗;Компрессор центробежный, с комплектующими и запасными частями (см. приложение на 2-х листах, бланки №№ 0224087-0224088);"Neo-Tec Sp. z o.o.;ul. Zielona 17, 09-401 Plock, Польша";"Neo-Tec Sp. z o.o.;ul. Zielona 17, 09-401 Plock, Польша";Архивный;Республика Польша;29.08.2011;›;https://vaskov.pro/sertifikaty/certificate/699552;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-FR.АВ28.В.02782 ФСА ↗;Установка воздухоразделительная серии ASU 3163-08-Е12, в составе с запасными частями и комплектующими (см. приложение на 11 листах, бланки №№ 0223598-0223608).;"AIR LIQUIDE ENGINEERING S.A;6, rue Cognacq-Jay, 75007 Paris, Франция";"AIR LIQUIDE ENGINEERING S.A.;6, rue Cognacq-Jay, 75007 Paris, Франция";Архивный;Французская Республика;02.08.2011;›;https://vaskov.pro/sertifikaty/certificate/651014;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-RU.АВ55.В.00093 ФСА ↗;МОБИЛЬНАЯ УСТАНОВКА СОВМЕЩЕННОЙ ОЧИСТКИ НЕФТЕШЛАМА И НЕФТЕЗАГРЯЗНЕННОГО ГРУНТА В МОДУЛЬНОМ ИСПОЛНЕНИИ (см. приложение на 7л., бланки №№0114172÷0114178);ООО «МЕТЭКС»;ООО «МЕТЭКС»;Прекращён;Российская Федерация;28.07.2011;›;https://vaskov.pro/sertifikaty/certificate/836951;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-GB.АЕ44.А.00974 ФСА ↗;"Комплектные газоперекачивающие агрегаты (ГПА) типа RB211/D10R6B, серийные номера: 60A19201, 60A19202; типа TRENT/D14R6B, серийные номера: 80A19201, 80A19202, 80A19203, 80A19204, 80A19205, 80A19206, с …";"""Rolls-Royce Power Engineering plc."";Moor Lane, Derby DE24 8BJ, Соединенное Королевство Великобритании и Северной Ирландии";"""Rolls-Royce Power Engineering plc."";Moor Lane, Derby DE24 8BJ, Соединенное Королевство Великобритании и Северной Ирландии";Архивный;Соединенное Королевство Великобритании и Северной Ирландии;13.07.2011;›;https://vaskov.pro/sertifikaty/certificate/1068379;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-CA.АЯ46.А.55150 ФСА ↗;Оборудование насосных агрегатов, с комплектующими и запасными частями, комплектация согласно приложений №№ 0201228 - 0201230, 0201481 - 0201490;"""NATIONAL OILWELL VARCO."";7633-50 Street Edmonton, Alberta T6B 2W9, Канада";"""SPE RIGCO, INC."";931 Nation Dr., Azle, TX 76020, Соединенные Штаты Америки";Архивный;—;04.07.2011;›;https://vaskov.pro/sertifikaty/certificate/567216;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-HU.ВЕ01.А.00040 ФСА ↗;Пивоваренный завод типа BEST-3/12-0,3-01 см. приложения №№ от 0191032 до 0191037;"AGROMETÁL Kft.;1117 Budapest, Hunyadi János u. 3., Венгрия";"AMT Technology Kft.;2040 Budaörs, Farkasréti u. 25., Венгрия";Действует;—;21.06.2011;›;https://vaskov.pro/sertifikaty/certificate/343519;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
