list;god_ishodno;zakazchik;obekt;oborudovanie;god;strana;stroka
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2013;;"МГ ""Турецкий поток""";Газовая;2013;;"МГ ""Турецкий поток"" 5 2013 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2014;;"КС-7 ""Сынинская"" КЦ-2";Газовая;2014;;"КС-7 ""Сынинская"" КЦ-2 3 2014 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2014;;"КС-9 ""Малоперанская"" КЦ-2";Газовая;2014;;"КС-9 ""Малоперанская"" КЦ-2 3 2014 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2014;;"КС-8 ""Чикшинская"" КЦ-2";Газовая;2014;;"КС-8 ""Чикшинская"" КЦ-2 3 2014 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2014;;"МГ ""Турецкий поток""";Газовая;2014;;"МГ ""Турецкий поток"" 2 2014 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2015;"ООО ""Газпромнефть-Ямал""";"КС ""Новый порт""";"ГПА-32 ""Ладога""";2015;Россия;"17 ГПА-32 ""Ладога"" Россия ООО ""Газпромнефть-Ямал"" КС ""Новый порт"" 4 2015 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2015;;"МГ ""Турецкий поток""";Газовая;2015;;"МГ ""Турецкий поток"" 7 2015 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2016;"ООО ""Газпромнефть-Ямал""";"КС ""Новый порт""";"ГПА-32 ""Ладога""";2016;Россия;"17 ГПА-32 ""Ладога"" Россия ООО ""Газпромнефть-Ямал"" КС ""Новый порт"" 4 2016 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2017;;"проект ""Сила Сибири""";Газовая;2017;;"проект ""Сила Сибири"" 3 2017 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2018;Компани Сахалин-2;;Газовая;2018;;Компани Сахалин-2 3 2018 32 Газовая
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2018;"ООО ""НИПИ НГ ""Петон""";"КСПГ в районе КС ""Портовая""";"ГПА-32 ""Ладога""";2018;Россия;"21 ГПА-32 ""Ладога"" Россия ООО ""НИПИ НГ ""Петон"" КСПГ в районе КС ""Портовая"" 2 2018 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2019;;Северный поток-2;Газовая;2019;;Северный поток-2 4 2019 32 Газовая
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2019;CPECC;Амурский ГПЗ;"ГПА-32 ""Ладога""";2019;Россия;"23 ГПА-32 ""Ладога"" Россия CPECC Амурский ГПЗ 4 2019 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2020;CPECC;Амурский ГПЗ;"ГПА-32 ""Ладога""";2020;Россия;"24 ГПА-32 ""Ладога"" Россия CPECC Амурский ГПЗ 4 2020 32 Газовая"
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2020;;(расширение);Газовая;2020;;(расширение) 2 2020 32 Газовая
3_referentsii_repkh_gpa_32_mvt_2009_2020.pdf;2020;;;"Газоперекачивающие агрегаты ГПА-32 ""Ладога""";;;"Газоперекачивающие агрегаты ГПА-32 ""Ладога"" 2009-2020 гг."
4_referentsii_metallurgicheskaya_otrasl.pdf;2019;;;Оборудование для металлургической отрасли;;;Оборудование для металлургической отрасли 1947-2019 гг.
4_referentsii_metallurgicheskaya_otrasl.pdf;2005;Северсталь;;Паровая турбина К-12-35-2;2005;Россия;287 Паровая турбина К-12-35-2 Россия Северсталь 1 2005 12
4_referentsii_metallurgicheskaya_otrasl.pdf;2005;Алчевский МК;;Паровая турбина К-19-35-2;2005;Украина;288 Паровая турбина К-19-35-2 Украина Алчевский МК 1 2005 18
4_referentsii_metallurgicheskaya_otrasl.pdf;2005;Нижнетагильский МК;;Паровая турбина К-22-90-2М;2005;Россия;289 Паровая турбина К-22-90-2М Россия Нижнетагильский МК 1 2005 23
4_referentsii_metallurgicheskaya_otrasl.pdf;2006;Азовсталь;;Паровая турбина К-19-35-2;2006;Украина;290 Паровая турбина К-19-35-2 Украина Азовсталь 1 2006 18
4_referentsii_metallurgicheskaya_otrasl.pdf;2007;Тулачермет;;Паровая турбина К-10-2,8;2007;Россия;291 Паровая турбина К-10-2,8 Россия Тулачермет 1 2007 10
4_referentsii_metallurgicheskaya_otrasl.pdf;2008;МЗ им.Ильича;;Паровая турбина К-19-35-2;2008;Украина;292 Паровая турбина К-19-35-2 Украина МЗ им.Ильича 1 2008 18
4_referentsii_metallurgicheskaya_otrasl.pdf;2009;Новолипецкий МК;;Паровая турбина К-22-90-2М;2009;Россия;293 Паровая турбина К-22-90-2М Россия Новолипецкий МК 1 2009 23
4_referentsii_metallurgicheskaya_otrasl.pdf;2010;Новолипецкий МК;;Паровая турбина К-22-90-2М;2010;Россия;294 Паровая турбина К-22-90-2М Россия Новолипецкий МК 1 2010 23
4_referentsii_metallurgicheskaya_otrasl.pdf;2012;Новолипецкий МК;;Паровая турбина К-22-90-2М;2012;Россия;295 Паровая турбина К-22-90-2М Россия Новолипецкий МК 1 2012 23
4_referentsii_metallurgicheskaya_otrasl.pdf;2013;Азовсталь;;Паровая турбина К-25-3,0;2013;Украина;296 Паровая турбина К-25-3,0 Украина Азовсталь 1 2013 25
4_referentsii_metallurgicheskaya_otrasl.pdf;2015;ЕВРАЗ-НТМК;(Реконструкция ТГ-5А);;2015;Россия;(Реконструкция ТГ-5А) Россия ЕВРАЗ-НТМК 1 2015 19
4_referentsii_metallurgicheskaya_otrasl.pdf;2015;Кокс;;Паровая турбина К-6-1,2 (ТГА 6,0);2015;Россия;298 Паровая турбина К-6-1,2 (ТГА 6,0) Россия Кокс 2 2015 6
4_referentsii_metallurgicheskaya_otrasl.pdf;2016;;;;;;299 Паровая турбина К-25-3,0 Россия Магнитогорский МК 1 2016 25
4_referentsii_metallurgicheskaya_otrasl.pdf;2006;;;;;;1104 К250-61-5М Индия Металлургический завод 1 2006 1,6 250 3 0,88 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;2006;;;;;;комбинат 1 2006 1,6 255 3 0,88 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;2006;;;;;;1106 К5500-41-1M Украина Азовсталь МК 1 2006 25 5645 2 0,51 0,10 паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;2008;;;;;;1107 К5500-42-1 Украина Мариупольский МК имени Ильича 1 2008 18-20.4 3950-4149 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;2009;;;;;;1108 К5500-41-1М Россия НЛМК 2 2009 23 5200 2 5,10 0,098 паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;2013;;;;;;"1109 К5500-41-1M Украина ПАО ""Азовсталь МК"" 1 2013 25 5645 2 0,51 0,10 паровая турбина воздух"
4_referentsii_metallurgicheskaya_otrasl.pdf;2014;;;;;;"1110 К-5500-44-1 Румыния ""Arcelor Mittal Galati"" 2 2014 18-20.52 3950-4151 2 0,51 0,10 Паровая турбина воздух"
4_referentsii_repkh_egpa_1986_2019.pdf;2007;;;;;;"11 ПЧТ-8000-К Россия. Грязовец ООО ""Газпром центрремонт"" КС Грязовец 8 2007 8 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2007;;;;;;"12 ЭГПА-6,3/8200-56/1,44 Россия. Смоленск ООО ""Газпром центрремонт"" КС Смоленск 1 2007 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2007;;;;;;"13 ЭГПА-6,3/8200-56/1,44 Россия. Смоленск ООО ""Газпром центрремонт"" КС Смоленск 4 2007 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2008;;;;;;"14 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС -5 Володино 4 2008 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2008;;;;;;"15 ЭГПА-6,3/8200-56/1,44 Россия. Грязовец ООО ""Газпром центрремонт"" КС Грязовец 3 2008 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2009;;;;;;"16 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС-3 Парабель 4 2009 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2009;;;;;;"17 ЭГПА-6,3/8200-56/1,44 Россия. Грязовец ООО ""Газпром центрремонт"" КС Грязовец 2 2009 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2010;;;;;;"18 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС Чажемто 4 2010 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2010;;;;;;"19 ЭГПА-6,3/8200-56/1,35 Россия. Торжок ООО ""Газпром центрремонт"" КС Торжок 3 2010 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2011;;;;;;"20 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС Проскоково 3 2011 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2011;;;;;;"21 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС Вертикос 4 2011 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2011;;;;;;"22 ЭГПА-6,3/8200-56/1,35 Россия ООО ""Газпром центрремонт"" КС Торжок 2 2011 6,3 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2012;;;;;;"23 ЭГПА-4,0/8200-56/1,26Р Россия ООО ""Газпром трансгаз Томск"" КС Александровская 3 2012 4 Газовая"
4_referentsii_repkh_egpa_1986_2019.pdf;2019;;;;;;Электроприводные газоперекачивающие агрегаты ( 1986-2019 гг.)
5_referentsii_energetika.pdf;2019;;;;;;Оборудование для энергетики 1949-2019 гг.
5_referentsii_energetika.pdf;2005;;;;;;подстанции (КТП) Россия Ленинградская АЭС 1 к-т 2005 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;устройства (КРУ) Россия Ленинградская АЭС 2 к-та 2005 КРУ К-204ЭП, КРУ К-
5_referentsii_energetika.pdf;2005;;;;;;Россия Кольская АЭС 1 к-т 2005 РТЗО, ШД, ПР, БЭЗ,
5_referentsii_energetika.pdf;2005;;;;;;подстанции (КТП) Россия Кольская АЭС 1 к-т 2005 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;подстанции (КТП) Россия Волгодонская АЭС 1 к-т 2005 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;Россия Волгодонская АЭС 1 к-т 2005 РТЗО, ПР, ЯТП, БЭЗ Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;Россия Курская АЭС 1 к-т 2005 ЯЭ, ПС, ШО, ШД Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;подстанции (КТП) Россия Курская АЭС 1 к-т 2005 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;Иран Бушер АЭС 1 к-т 2005 ЯТП, ЯВЗ, Я, ШР, ЯК,
5_referentsii_energetika.pdf;2005;;;;;;Китай Тяньваньская АЭС 1 к-т 2005 ЯЭ, КЗ, БЭЗ, ПС, ШО Атомная энергетика
5_referentsii_energetika.pdf;2005;;;;;;"Ирак ТЭС ""Юсифия"" 1 к-т 2005 ПС Энергетика"
5_referentsii_energetika.pdf;2005;;;;;;Россия Якутская ТЭЦ 1 к-т 2005 ПС Энергетика
5_referentsii_energetika.pdf;2005;;;;;;Россия ТЭЦ-5 1 к-т 2005 ЯЭ, ШЭ Энергетика
5_referentsii_energetika.pdf;2005;;;;;;"Россия ТЭЦ ""Анадырь"" 1 к-т 2005 ПР Энергетика"
5_referentsii_energetika.pdf;2005;;;;;;"Вьетнам ТЭС ""Уонг Би"" 1 к-т 2005 ШЭ, ЯЭ Энергетика"
5_referentsii_energetika.pdf;2005;;;;;;Сосновый Бор 1 к-т 2005 ПР, ШЭ, ШСЭ, ШО, ПС,
5_referentsii_energetika.pdf;2005;;;;;;"Вьетнам ГЭС ""Се Сан3"" 1 к-т 2005 ШСН, ШЗВ, ШЗН Энергетика"
5_referentsii_energetika.pdf;2005;"ТЭС ""Уонг Би""";;;2005;Вьетнам;"Вьетнам ТЭС ""Уонг Би"" 1 к-т 2005"
5_referentsii_energetika.pdf;2005;ГУП ВЭИ им. Ленина;;ПРР;2005;Россия;Россия ГУП ВЭИ им. Ленина 1 к-т 2005 ПРР Энергетика
5_referentsii_energetika.pdf;2005;Ленинградская АЭС;;ПМТ;2005;Россия;33 Полномасштабный тренажер Россия Ленинградская АЭС 1 к-т 2005 ПМТ Атомная энергетика
5_referentsii_energetika.pdf;2005;Куданкулам АЭС;;ПМТ;2005;Индия;34 Полномасштабный тренажер Индия Куданкулам АЭС 1 к-т 2005 ПМТ Атомная энергетика
5_referentsii_energetika.pdf;2005;ГРЭС-2;;ПС, ШЭ;2005;Россия;Россия ГРЭС-2 1 к-т 2005 ПС, ШЭ Энергетика
5_referentsii_energetika.pdf;2005;;"ПС ""Зеленоград""";КРУ К-204ЭП;2005;Россия;"устройства (КРУ) Россия ПС ""Зеленоград"" 1 к-т 2005 КРУ К-204ЭП Энергетика"
5_referentsii_energetika.pdf;2005;Бурейская ГЭС;;ПС, ШО, ШД, ПСН;2005;Россия;Россия Бурейская ГЭС 1 к-т 2005 ПС, ШО, ШД, ПСН Энергетика
5_referentsii_energetika.pdf;2005;"ГЭС ""Балимела""";;КРУ;2005;Индия;"устройства (КРУ) Индия ГЭС ""Балимела"" 1 к-т 2005 КРУ Энергетика"
5_referentsii_energetika.pdf;2005;Петропавловско-Камчатская ТЭЦ;;ПР, ШО;2005;Россия;Россия Петропавловско-Камчатская ТЭЦ 1 к-т 2005 ПР, ШО Энергетика
5_referentsii_energetika.pdf;2006;Балаковская АЭС;;НКУ;2006;Россия;Россия Балаковская АЭС 1 к-т 2006 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;Балаковская АЭС;;НКУ;2006;Россия;Россия Балаковская АЭС 1 к-т 2006 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;ФГУП НИТИ им. А.П.Александрова;;РТЗО, НКУ;2006;Россия;Россия ФГУП НИТИ им. А.П.Александрова 1 к-т 2006 РТЗО, НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;ФГУП НИТИ им. А.П.Александрова;;РТЗО, НКУ;2006;Россия;Россия ФГУП НИТИ им. А.П.Александрова 1 к-т 2006 РТЗО, НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;Ленинградская АЭС;;УПМТ, НКУ;2006;Россия;Россия Ленинградская АЭС 1 к-т 2006 УПМТ, НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;Ленинградская АЭС;;ЩПТ;2006;Россия;45 Щит постоянного тока Россия Ленинградская АЭС 1 к-т 2006 ЩПТ Атомная энергетика
5_referentsii_energetika.pdf;2006;Курская АЭС;;НКУ;2006;Россия;Россия Курская АЭС 1 к-т 2006 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;Кольская АЭС;;КРУ 10кВ;2006;Россия;устройства (КРУ) Россия Кольская АЭС 1 к-т 2006 КРУ 10кВ Атомная энергетика
5_referentsii_energetika.pdf;2006;Кольская АЭС;;НКУ;2006;Россия;Россия Кольская АЭС 1 к-т 2006 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2006;Приборостроительный завод;;КРУ К-204ЭП;2006;Россия;устройства (КРУ) Россия Приборостроительный завод 1 к-т 2006 КРУ К-204ЭП Атомная энергетика
5_referentsii_energetika.pdf;2006;;ПС Приводино;КРУ К-204ЭП;2006;Россия;устройства (КРУ) Россия ПС Приводино 1 к-т 2006 КРУ К-204ЭП Энергетика
5_referentsii_energetika.pdf;2007;Ленинградская АЭС;;КРУ;2007;Россия;устройства (КРУ) Россия Ленинградская АЭС 1 к-т 2007 КРУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Ленинградская АЭС;;МЭП, НКУ, БЩУ, РЩУ;2007;Россия;Россия Ленинградская АЭС 1 к-т 2007 МЭП, НКУ, БЩУ, РЩУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Ленинградская АЭС;;ЩПТ;2007;Россия;53 Щит постоянного тока Россия Ленинградская АЭС 1 к-т 2007 ЩПТ Атомная энергетика
5_referentsii_energetika.pdf;2007;Ленинградская АЭС;;КТПСН;2007;Россия;подстанции (КТП) Россия Ленинградская АЭС 1 к-т 2007 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2007;Ленинградская АЭС;;КРУ К-205;2007;Россия;устройства (КРУ) Россия Ленинградская АЭС 1 к-т 2007 КРУ К-205 Атомная энергетика
5_referentsii_energetika.pdf;2007;Нововоронежская АЭС;;НКУ;2007;Россия;Россия Нововоронежская АЭС 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Курская АЭС;;КТПСН;2007;Россия;подстанции (КТП) Россия Курская АЭС 1 к-т 2007 КТПСН Атомная энергетика
5_referentsii_energetika.pdf;2007;Волгодонская АЭС;;НКУ;2007;Россия;Россия Волгодонская АЭС 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Волгодонская АЭС;;НКУ;2007;Россия;Россия Волгодонская АЭС 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Кольская АЭС;;КТПСН;2007;Россия;подстанции (КТП) Россия Кольская АЭС 1 к-т 2007 КТПСН Атомная
5_referentsii_energetika.pdf;2007;Смоленская АЭС;;НКУ;2007;Россия;Россия Смоленская АЭС 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Чепецкий МЗ;;РТЗО,НКУ;2007;Россия;Россия Чепецкий МЗ 1 к-т 2007 РТЗО,НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Приборостроительный завод;;НКУ;2007;Россия;Россия Приборостроительный завод 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;Киришская ГРЭС;;НКУ, МЩУ;2007;Россия;Россия Киришская ГРЭС 1 к-т 2007 НКУ, МЩУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Фрунзенская;ЩПТ;2007;Россия;Россия ПС Фрунзенская 1 к-т 2007 ЩПТ Энергетика
5_referentsii_energetika.pdf;2007;;;КРУ К-204ЭП, К-205ЭП;2007;;2 к-т 2007 КРУ К-204ЭП, К-205ЭП Энергетика
5_referentsii_energetika.pdf;2007;Ирганайская ГЭС;;НКУ;2007;Россия;Россия Ирганайская ГЭС 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Приводино;НКУ;2007;Россия;Россия ПС Приводино 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;"ПС 750 кВ ""Ленинградская""";НКУ;2007;Россия;"Россия ПС 750 кВ ""Ленинградская"" 1 к-т 2007 НКУ Энергетика"
5_referentsii_energetika.pdf;2007;;ПС Ленинградская;КРУ;2007;Россия;устройства (КРУ) Россия ПС Ленинградская 1 к-т 2007 КРУ Энергетика
5_referentsii_energetika.pdf;2007;;Тяньваньская АЭС;ЗИП;2007;Китай;Китай Тяньваньская АЭС 1 к-т 2007 ЗИП Атомная энергетика
5_referentsii_energetika.pdf;2007;;ПС Горелово №222;РЗА;2007;Россия;Россия ПС Горелово №222 1 к-т 2007 РЗА Энергетика
5_referentsii_energetika.pdf;2007;;ПС Горелово №222;КРУ, ЗРУ;2007;Россия;устройства (КРУ) Россия ПС Горелово №222 2 к-т 2007 КРУ, ЗРУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Горелово №222;КТП;2007;Россия;подстанции (КТП) Россия ПС Горелово №222 1 к-т 2007 КТП Энергетика
5_referentsii_energetika.pdf;2007;;ПС Горелово №222;АСУ ТП, АИИСКУЭ;2007;Россия;75 АСУ ТП Россия ПС Горелово №222 1 к-т 2007 АСУ ТП, АИИСКУЭ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Горелово №222;ЩПТ;2007;Россия;76 Щит постоянного тока Россия ПС Горелово №222 1 к-т 2007 ЩПТ Энергетика
5_referentsii_energetika.pdf;2007;;Юго-Западная ТЭЦ;КРУ в контейнере;2007;Россия;устройства (КРУ) Россия Юго-Западная ТЭЦ 1 к-т 2007 КРУ в контейнере Энергетика
5_referentsii_energetika.pdf;2007;;ТЭС Уонг Би;Модули питания;2007;Вьетнам;Вьетнам ТЭС Уонг Би 1 к-т 2007 Модули питания Энергетика
5_referentsii_energetika.pdf;2007;;Норильская ТЭЦ;НКУ;2007;Россия;Россия Норильская ТЭЦ 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Ибрагимовская;КРУ 6кВ К-205ЭП;2007;Россия;Россия ПС Ибрагимовская 1 к-т 2007 КРУ 6кВ К-205ЭП Энергетика
5_referentsii_energetika.pdf;2007;;ПС Югра;НКУ;2007;Россия;устройства (КРУ) Россия ПС Югра 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;Нововоронежская АЭС;БЭЗ, НКУ;2007;Россия;Россия Нововоронежская АЭС 1 к-т 2007 БЭЗ, НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;ПС 330кВ Выборгская;Вводные сборки ЦНГ;2007;Россия;Россия ПС 330кВ Выборгская 1 к-т 2007 Вводные сборки ЦНГ Энергетика
5_referentsii_energetika.pdf;2007;;ГЭС Капанда;ЗИП;2007;Ангола;Ангола ГЭС Капанда 1 к-т 2007 ЗИП Энергетика
5_referentsii_energetika.pdf;2007;;Курская АЭС;НКУ;2007;Россия;Россия Курская АЭС 1 к-т 2007 НКУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Курская АЭС;КТП;2007;Россия;подстанции (КТП) Россия Курская АЭС 1 к-т 2007 КТП Атомная энергетика
5_referentsii_energetika.pdf;2007;;Новочеркасская ГРЭС;токопровод;2007;Россия;Россия Новочеркасская ГРЭС 1 к-т 2007 токопровод Энергетика
5_referentsii_energetika.pdf;2007;;ПС Заягорба;КРУ;2007;Россия;устройства (КРУ) Россия ПС Заягорба 1 к-т 2007 КРУ Энергетика
5_referentsii_energetika.pdf;2007;;Ленинградская АЭС;НКУ;2007;Россия;Россия Ленинградская АЭС 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС 527;КРУ К-204;2007;Россия;устройства (КРУ) Россия ПС 527 1 к-т 2007 КРУ К-204 Энергетика
5_referentsii_energetika.pdf;2007;;ПС 527;НКУ;2007;Россия;Россия ПС 527 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;ПС Радиозаводская;НКУ;2007;Россия;Россия ПС Радиозаводская 1 к-т 2007 НКУ Энергетика
5_referentsii_energetika.pdf;2007;;Балаковская АЭС;БЭЗ;2007;Россия;Россия Балаковская АЭС 1 к-т 2007 БЭЗ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Ростовская АЭС;МЩУ;2007;Россия;Россия Ростовская АЭС 1 к-т 2007 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Ростовская АЭС;МЩУ;2007;Россия;Россия Ростовская АЭС 1 к-т 2007 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Кемеровская ГРЭС;Панели Rittal, НКУ;2007;Россия;Россия Кемеровская ГРЭС 1 к-т 2007 Панели Rittal, НКУ Энергетика
5_referentsii_energetika.pdf;2007;;Калининская АЭС;БЭЗ, ЗИП;2007;Россия;Россия Калининская АЭС 1 к-т 2007 БЭЗ, ЗИП Атомная энергетика
5_referentsii_energetika.pdf;2007;;Калининская АЭС;КРУ;2007;Россия;устройства (КРУ) Россия Калининская АЭС 1 к-т 2007 КРУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Калининская АЭС;ЩПТ;2007;Россия;99 Щит постоянного тока Россия Калининская АЭС 1 к-т 2007 ЩПТ Атомная энергетика
5_referentsii_energetika.pdf;2007;;ПС 220 кВ Сасово;Панели;2007;Россия;Россия ПС 220 кВ Сасово 1 к-т 2007 Панели Энергетика
5_referentsii_energetika.pdf;2007;;Кольская АЭС;Блоки управления;2007;Россия;Россия Кольская АЭС 1 к-т 2007 Блоки управления Атомная энергетика
5_referentsii_energetika.pdf;2007;;Кольская АЭС;ЩПТ;2007;Россия;102 Щит постоянного тока Россия Кольская АЭС 1 к-т 2007 ЩПТ Атомная энергетика
5_referentsii_energetika.pdf;2007;;Куданкулам АЭС;СКУ ЭЧ, ЗИП;2007;Индия;Индия Куданкулам АЭС 1 к-т 2007 СКУ ЭЧ, ЗИП Атомная энергетика
5_referentsii_energetika.pdf;2007;;Куданкулам АЭС;МЩУ;2007;Индия;Индия Куданкулам АЭС 1 к-т 2007 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2007;;ГЭС Капанда;НКУ, НВА;2007;Ангола;Ангола ГЭС Капанда 1 к-т 2007 НКУ, НВА Энергетика
5_referentsii_energetika.pdf;2007;;"ПС 330кВ ""Ржевская""";ЩСН, ШОЛ;2007;Россия;"Россия ПС 330кВ ""Ржевская"" 1 к-т 2007 ЩСН, ШОЛ Энергетика"
5_referentsii_energetika.pdf;2007;;"ПС 110/6кВ ""Донецко-Сыртовская""";КРУ;2007;Россия;"устройства (КРУ) Россия ПС 110/6кВ ""Донецко-Сыртовская"" 1 к-т 2007"
5_referentsii_energetika.pdf;2008;;"ПС 35/6кВ ""Кодяковская""";КРУ;2008;Россия;"устройства (КРУ) Россия ПС 35/6кВ ""Кодяковская"" 2 к-т 2008"
5_referentsii_energetika.pdf;2008;;ПС Заягорба;КРУ К-207ЭП;2008;Россия;устройства (КРУ) Россия ПС Заягорба 1 к-т 2008 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;Юго-Западная ТЭЦ;КРУ К-207ЭП в блок-;2008;Россия;устройства (КРУ) Россия Юго-Западная ТЭЦ 1 к-т 2008 КРУ К-207ЭП в блок-
5_referentsii_energetika.pdf;2008;;Загорская ГАЭС-2;КРУ;2008;Россия;устройства (КРУ) Россия Загорская ГАЭС-2 1 к-т 2008 КРУ-6кВ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;Загорская ГАЭС-2;КТП;2008;Россия;подстанции (КТП) Россия Загорская ГАЭС-2 1 к-т 2008 2КТП-400 кВА Энергетика
5_referentsii_energetika.pdf;2008;;Загорская ГАЭС-2;КРУ;2008;Россия;устройства (КРУ) Россия Загорская ГАЭС-2 1 к-т 2008 КРУ-35 кВ Энергетика
5_referentsii_energetika.pdf;2008;Тюменьэнерго;;КРУ;2008;Россия;устройства (КРУ) Россия Тюменьэнерго 1 к-т 2008 КРУ 10(6) кВ К-207 в
5_referentsii_energetika.pdf;2008;;ПС Ибрагимовская;КРУ;2008;Россия;устройства (КРУ) Россия ПС Ибрагимовская 1 к-т 2008 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;Киришская ГРЭС;КРУ;2008;Россия;устройства (КРУ) Россия Киришская ГРЭС 1 к-т 2008 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;ТЭЦ;КРУ;2008;Россия;устройства (КРУ) Россия ТЭЦ 1 к-т 2008 КРУ К-207ЭП Энергетика
