inn;predpriyatie;nazvanie_egrul;adres;sayt;rukovoditel;dolzhnost_rukovoditelya;status_egrul;vyruchka;vyruchka_god;okved_osnovnoy;okvedov;okved_kody;ssylka_checko;ssylka_okved
6025009824;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕЛИКОЛУКСКИЙ МЯСОКОМБИНАТ""";Псковская обл, г Великие Луки, ул Литейная, д 17;vlmk.spb.ru;Кузьмина Ольга Валентиновна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;60,7 млрд;2025;;;;https://checko.ru/company/velikoluksky-myasokombinat-1026000905787;
5190146332;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНСКИЙ МОРСКОЙ РЫБНЫЙ ПОРТ""";г Мурманск, ул Траловая, д 12;portofmurmansk.ru;Бородин Андрей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,4 млрд;2025;;;;https://checko.ru/company/mmrp-1065190013107;
4710001969;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛУЖСКИЙ МОЛОЧНЫЙ КОМБИНАТ""";Ленинградская обл, г Луга, Ленинградское шоссе, д 10;;Холмогоров Виталий Дмитриевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;259,6 млн;2021;;;;https://checko.ru/company/luzhsky-molochny-kombinat-1024701557649;
4714014006;СМУП &quot;"СОСНОВОБОРСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОСНАБЖАЮЩЕЕ ПРЕДПРИЯТИЕ""";Ленинградская обл, г Сосновый Бор, Копорское шоссе, д 10;smuptsp.ru;Цедилин Валерий Владимирович;ДИРЕКТОР;ACTIVE;856,9 млн;2025;;;;https://checko.ru/company/smup-tsp-1024701760093;
3525130125;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛОГОДСКОЕ МОРОЖЕНОЕ""";г Вологда, ул Александра Клубова, д 87;iceberry.ru;Лебедев Илья Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;6,6 млрд;2025;;;;https://checko.ru/company/vologodskoe-morozhenoe-1033500071505;
1661028712;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАПО-КОМПОЗИТ""";г Казань, ул Циолковского, д 18 к 1;;Кладницкий Николай Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;784,8 млн;2021;;;;https://checko.ru/company/kapo-kompozit-1111690032717;
5254001230;ФГУП &quot;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРИМЕНТАЛЬНОЙ ФИЗИКИ""";Нижегородская обл, г Саров, пр-кт Мира, д 37;rosatom.ru;Костюков Валентин Ефимович;ДИРЕКТОР;ACTIVE;;;;;;https://checko.ru/company/fgup-rfyac-vniiehf-1025202199791;
2335013799;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОРЕНОВСКИЙ МОЛОЧНО - КОНСЕРВНЫЙ КОМБИНАТ""";Краснодарский край, г Кореновск, ул Тимашевская, д 16;;Московцев Игорь Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;29,5 млрд;2025;;;;https://checko.ru/company/kmkk-1022304010046;
7830001405;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИВОВАРЕННАЯ КОМПАНИЯ ""БАЛТИКА""";г Санкт-Петербург, 6-й Верхний пер, д 3;;Шепс Исаак;Президент;LIQUIDATED;;;;;;https://checko.ru/company/pivovarennaya-kompaniya-baltika-1027801526433;
4312128148;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМОНТНО-МЕХАНИЧЕСКИЙ ЗАВОД КИРОВО-ЧЕПЕЦКОГО ХИМИЧЕСКОГО КОМБИНАТА""";Кировская обл, г Кирово-Чепецк, Западный проезд, д 1 к 128, офис 222;;Патупчик Владимир Викторович;ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/rmz-kchkhk-1034313515720;
2323018810;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛЛЕКТИВНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""СВЕТЛОГОРСКОЕ""";Краснодарский край, Абинский р-н, село Светлогорское, ул Центральная, д 1;swetlogorskoe.ru;Евдокимов Игорь Петрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;598,9 млн;2025;;;;https://checko.ru/company/ksp-svetlogorskoe-1022303380186;
5256087440;ЗАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТО ФОРМАТ ТЕХНОЛОГИИ НИЖНИЙ НОВГОРОД""";Нижегородская обл, г Нижний Новгород, ул Монастырка, д 17А;autocomponent.info;Сетдикова Любовь Шамильевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,6 млрд;2021;;;;https://checko.ru/company/aft-nizhny-novgorod-1095256002192;
6439087062;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛЖСКИЙ ДИЗЕЛЬ ИМЕНИ МАМИНЫХ""";Саратовская обл, г Балаково, ул Коммунистическая, д 124;vdm-plant.ru;Мальцев Иван Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;874,2 млн;2021;;;;https://checko.ru/company/volgodizelmash-1156439000145;
1326028885;ОАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЛОЧНЫЙ КОМБИНАТ ""САРАНСКИЙ""";г Саранск, ул Попова, д 75;;Кольбов Анатолий Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/mk-saransky-1021300972330;
7327020270;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКЦЕНТ-ПЛЮС""";г Ульяновск, пер Нахимова, д 13;;Харитонов Сергей Анатольевич;ДИРЕКТОР;ACTIVE;2,7 млн;2025;;;;https://checko.ru/company/akcent-plyus-1027301164879;
6147019153;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАМЕНСКВОЛОКНО""";Ростовская обл, г Каменск-Шахтинский, ул Сапрыгина, д 1;;Носов Роман Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;4,5 млрд;2021;;;;https://checko.ru/company/kamenskvolokno-1026102103466;
7302023991;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ТРЕХСОСЕНСКИЙ""";г Самара, Заводское шоссе, д 17, офис 61;;Косулин Игорь Олегович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;;;https://checko.ru/company/zavod-trekhsosensky-1027300533028;
5610070992;ЗАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИЧЕЛ-ОРЕНБУРГ""";г Оренбург, ул 16-я линия, зд 16;koja56.ru;Доброхотов Сергей Александрович;ДИРЕКТОР;ACTIVE;37,5 млн;2025;;;;https://checko.ru/company/yunichel-orenburg-1025601027638;
5948008585;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОСИЛА ПТИЦЕФАБРИКА ПЕРМСКАЯ""";614503, ПЕРМСКИЙ КРАЙ, М.О. ПЕРМСКИЙ, ТЕР. АГРОСИЛА ПТИЦЕФАБРИКА ПЕРМСКАЯ, ЗД. 10640;prodo.ru;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОСИЛА""";;ACTIVE;5,9 млрд;2025;;;;https://checko.ru/company/agrosila-pticefabrika-permskaya-1025902399236;
7308005501;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЛОЧНЫЙ КОМБИНАТ ВИТА""";Ульяновская обл, рп Кузоватово, ул Советская, зд 1;kombinat-vita.ru;Солуянов Сергей Семенович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;26,5 млн;2025;;;;https://checko.ru/company/mk-vita-1067313006750;
6832035768;ООО ФИРМА &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""КВАТ""";г Тамбов, ул Монтажников, зд 1Щ;;Костюк Игорь Николаевич;ДИРЕКТОР;ACTIVE;208,8 млн;2021;;;;https://checko.ru/company/firma-kvat-1036888178568;
6676000476;ОАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИРБИТСКИЙ МОЛОЧНЫЙ ЗАВОД""";Свердловская обл, г Ирбит, ул Елизарьевых, д 3;irbit-mz.ru;Бачериков Григорий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;14,1 млрд;2025;;;;https://checko.ru/company/irbitsky-molochny-zavod-1126676000120;
6330021480;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗСЕРВИС""";г Самара, ул Самарская, д 148, офис 2;;Бусыгин Анатолий Васильевич;ДИРЕКТОР;ACTIVE;70,6 млн;2025;;;;https://checko.ru/company/gazservis-1026303122240;
6646015316;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""1015 ЗАВОД ПО РЕМОНТУ ВОЕННО-ТЕХНИЧЕСКОГО ИМУЩЕСТВА""";620000, СВЕРДЛОВСКАЯ ОБЛАСТЬ, Р-Н НИЖНЕСЕРГИНСКИЙ, Г НИЖНИЕ СЕРГИ-3;ecki.ru;Филатов Андрей Борисович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;688,6 млн;2018;;;;https://checko.ru/company/1015-zrvti-1096646000296;
4501008142;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРГАНСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";640021, КУРГАНСКАЯ ОБЛАСТЬ, Г КУРГАН, ПР-КТ МАШИНОСТРОИТЕЛЕЙ, Д. 17, ОФИС ЛИТЕР 1Ж;kmz.ru;Гиске Игорь Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;;;;;;https://checko.ru/company/kurganmashzavod-1024500521682;
7017239311;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЭКСПЛУАТАЦИЯ""";г Томск, деревня Лоскутово, ул Советская, д 1/2;;Бекшенев Марат Хакимович;ДИРЕКТОР;LIQUIDATED;27 млн;2022;;;;https://checko.ru/company/promehkspluataciya-1097017008461;
2446000322;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКАЯ ГЭС""";Красноярский край, г Дивногорск, Нижний проезд, д 37, помещ 1;;Комиссаренко Евгений Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;4,3 млрд;2022;;;;https://checko.ru/company/krasnoyarskaya-gehs-1022401253016;
0560022871;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ПРОЕКТИРОВАНИЕ""";г Санкт-Петербург, Суворовский пр-кт, д 16/13 литера а, помещ 19Н;proektirovanie.gazprom.ru;Вагарин Владимир Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;42,9 млрд;2025;;;;https://checko.ru/company/gazprom-proektirovanie-1027700234210;
6671461402;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМ. В.В. ВОРОВСКОГО""";г Екатеринбург, ул Машинная, д 1Б к 1, офис 20;zivstroy.ru;Мохова Ольга Михайловна;ДИРЕКТОР ПО СТРОИТЕЛЬСТВУ;ACTIVE;5,7 млн;2025;;;;https://checko.ru/company/ziv-1146671022002;
4230033209;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮРГИНСКАЯ ТЭЦ""";Кемеровская область - Кузбасс, г Юрга, ул Шоссейная, д 3, офис 6;;Ткаченко Андрей Анатольевич;Конкурсный управляющий;LIQUIDATED;;;;;;https://checko.ru/company/yutehc-1194205010108;
2261001027;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕРЕМНОВСКИЙ САХАРНЫЙ ЗАВОД""";Алтайский край, Павловский р-н, село Черемное, Станционный пер, зд 1;cheremsahzav.n4.biz;Фадеев Александр Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;8,3 млрд;2025;;;;https://checko.ru/company/cheremnovsky-saharny-zavod-1022202365954;
2703080652;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМСОМОЛЬСКИЙ ХЛАДОКОМБИНАТ""";Хабаровский край, г Комсомольск-на-Амуре, ул Юбилейная, д 16;;Попов Алексей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/khk-1142703003684;
8603166755;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАПСИБТРАНСГАЗ""";Ханты-Мансийский Автономный округ - Югра, г Нижневартовск, р-н НВГПК, к 1;sibur.ru;Романов Олег Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;9 млрд;2025;;;;https://checko.ru/company/zapsibtransgaz-1098603006204;
5437100446;ОАО &quot;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТАТАРСКИЙ МАСЛОКОМБИНАТ;Новосибирская обл, Татарский р-н, г Татарск, ул Никишкиной, д 8;;Гайдар Артём Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;205,7 млн;2025;;;;https://checko.ru/company/tmk-1025405017450;
8203010961;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛХОЗ УДАРНИК""";Камчатский край, Карагинский р-н, село Кострома;kolhozudarnik.ru;Желтышев Петр Владимирович;ДИРЕКТОР;ACTIVE;147,9 млн;2025;;;;https://checko.ru/company/kolhoz-udarnik-1124177000683;
2724153816;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАБАРОВСКИЙ ХЛАДОКОМБИНАТ""";г Хабаровск, ул Краснореченская, д 118, помещ 1;hlad27.ru;Каменчук Светлана Викторовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;11 млн;2025;;;;https://checko.ru/company/habarovsky-hladokombinat-1112724006922;
4100013811;ООО Петропавловск-Камчатский РКЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ РЫБОКОНСЕРВНЫЙ ЗАВОД""";г Петропавловск-Камчатский, ул Читинская, д 2;;Богданов Евгений Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1 млрд;2025;;;;https://checko.ru/company/pk-rkz-1024101034968;
4101134720;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЛАДОКОМБИНАТ""";г Петропавловск-Камчатский, Вокзальная пл, д 1, офис 403;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ТРАНСПОРТНАЯ ГРУППА ФЕСКО""";;ACTIVE;148,7 млн;2025;;;;https://checko.ru/company/hladokombinat-1094101006340;
2457081355;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРИЛЬСКТРАНСГАЗ""";Красноярский край, г Норильск, пл Газовиков Заполярья, д 1;norilsktgaz.ru;Шилыковский Марк Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;9,3 млрд;2025;;;;https://checko.ru/company/norilsktransgaz-1162468114885;
9111022140;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУДОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ Б.Е. БУТОМЫ""";Респ Крым, г Керчь, ул Танкистов, д 4;;Гончаров Олег Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,3 млрд;2021;;;;https://checko.ru/company/szibeb-1169102089353;
9102002878;ГУП РК &quot;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМЭНЕРГО""";Респ Крым, г Симферополь, ул Киевская, д 74/6;crimea-energy.ru;Шклярский Максим Ярославович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;37,2 млрд;2025;;;;https://checko.ru/company/gup-rk-krymehnergo-1149102003423;
8203002583;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ВОСТОЧНАЯ КОМПАНИЯ""";Камчатский край, поселок Оссора, ул Заводская, стр 1;;Новоселов Вадим Аликович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1 млрд;2025;;;;https://checko.ru/company/svk-1024101416020;
6027201971;ГБУЗ ПО  &quot;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКАЯ ОБЛАСТНАЯ ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";г Псков, ул Майора Доставалова, д 14;pskovoblinf.ru;Антонов Александр Михайлович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЛАВНОГО ВРАЧА;ACTIVE;;;;;;https://checko.ru/company/gbuz-po-poikb-1206000002350;
6909006018;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ПО РОЗЛИВУ МИНЕРАЛЬНОЙ ВОДЫ ""ВЕРЕСК""";Тверская обл, г Кашин, ул Ленина, д 49;kvoda12istok.ru;Перин Владимир Георгиевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;41,9 млн;2025;;;;https://checko.ru/company/zmv-veresk-1026901659421;
5011023633;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАГЕРСТАТ РУС""";Московская обл, г Егорьевск, Касимовское шоссе, д 34;lantmannen-unibake.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЕЙШИЕ ТЕХНОЛОГИИ""";;ACTIVE;5,3 млрд;2025;;;;https://checko.ru/company/bagerstat-rus-1045002352130;
7113021283;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КМ""";301847, ТУЛЬСКАЯ ОБЛАСТЬ, М.О. ЕФРЕМОВСКИЙ, Г. ЕФРЕМОВ, МКР. ЮЖНЫЙ, Д. 12;kuboil.ru;Лукьянова Елена Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;7,2 млрд;2025;;;;https://checko.ru/company/km-1027102872059;
5604033209;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЗОЦМ ""ГАЙСКАЯ МЕДЬ""";462635, ОРЕНБУРГСКАЯ ОБЛАСТЬ, М.О. ГАЙСКИЙ, Г. ГАЙ, ПР-Д ТЕХНОЛОГИЧЕСКИЙ, СООР. 18, ЭТАЖ 3, ПОМЕЩ. 311;gzocm.ru;Насибуллин Рафаэль Игоревич;ДИРЕКТОР;ACTIVE;2,2 млрд;2021;;;;https://checko.ru/company/gzocm-gayskaya-med-1215600001968;
1660198648;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗНАКАЙ СЭТЕ""";Респ Татарстан, г Азнакаево, ул М.Джалиля, д 43;;Маслов Иван Андреевич;Конкурсный управляющий;LIQUIDATED;1,6 млрд;2020;;;;https://checko.ru/company/aznakay-sehte-1141690017534;
6218000440;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЛОКО""";Рязанская обл, г Сасово, Промышленный проезд, д 6;;Сологубов Анатолий Борисович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;0;2025;;;;https://checko.ru/company/moloko-1026201400147;
7705008315;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ МОСЭНЕРГОСТРОЙ""";г Москва, ул Городская, д 8;;Кальметьев Айрат Маратович;Конкурсный управляющий;LIQUIDATED;6,2 млн;2023;;;;https://checko.ru/company/spk-mosehnergostroy-1037739028073;
3227005513;ТНВ &quot;"ТОВАРИЩЕСТВО НА ВЕРЕ ""СЫР СТАРОДУБСКИЙ""";Брянская обл, г Стародуб, ул Краснооктябрьская, д 115;cheeseworld.ru;Мокроусова Александра Васильевна;УПОЛНОМОЧЕННЫЙ;ACTIVE;14 млрд;2025;;;;https://checko.ru/company/tnv-syr-starodubsky-1023200978558;
7107009048;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТУЛЬСКИЙ МОЛОЧНЫЙ КОМБИНАТ""";г Тула, ул Некрасова, д 7;tulamilk.ru;Чумакова Надежда Викторовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;9,3 млрд;2025;;;;https://checko.ru/company/tmk-1027100971480;
7730239877;АО «ГКНПЦ им. М.В. Хруничева»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ КОСМИЧЕСКИЙ НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ИМЕНИ М.В. ХРУНИЧЕВА""";г Москва, ул Новозаводская, соор 18;;Денискин Денис Геннадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;38,2 млрд;2018;;;;https://checko.ru/company/gimvh-5177746220361;
6204009387;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСИМОВСКИЙ КАРТОФЕЛЬ""";Рязанская обл, Касимовский р-н, село Торбаево, зд 51А;;Савинов Валентин Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;14,7 млн;2022;;;;https://checko.ru/company/kasimovsky-kartofel-1176234026715;
7813351079;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""";192102, Г.САНКТ-ПЕТЕРБУРГ, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ВОЛКОВСКОЕ, УЛ САЛОВА, Д. 56, ЛИТЕРА А, ПОМ. 6-Н, КОМН. 21;;Притула Валерий Николаевич;ЛИКВИДАТОР;LIQUIDATED;;;;;;https://checko.ru/company/impuls-5067847119808;
3304001361;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ СТЕКЛОВОЛОКНО""";Владимирская обл, г Гусь-Хрустальный, ул Транспортная, д 33;owenscorning.com;Сакелариди Дмитрий Николаевич;Генеральный директор;ACTIVE;5,7 млрд;2021;;;;https://checko.ru/company/rosatom-steklovolokno-1023300593326;
6829001007;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОТОВСКИЙ ЛАКОКРАСОЧНЫЙ ЗАВОД""";Тамбовская обл, г Котовск, ул Железнодорожная, д 2;;Скляр Андрей Николаевич;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;47,4 млн;2021;;;;https://checko.ru/company/kotovsky-lkz-1036858763776;
5045067325;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАШИРСКАЯ ГРЭС""";Московская обл, г Кашира, ул Советский Проспект, д 2, помещ 34;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-УПРАВЛЕНИЕ ЭЛЕКТРОГЕНЕРАЦИЕЙ""";;ACTIVE;3,5 млрд;2025;;;;https://checko.ru/company/kashirskaya-grehs-1215000109862;
1001004472;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛАВМО""";г Петрозаводск, р-н Ключевая, ул Антонова, д 1;slavmo.ru;Юнал Юлия Геннадиевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;2,1 млрд;2025;;;;https://checko.ru/company/slavmo-1021000522861;
4703058668;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИТ-ПРОДУКТ""";187322, ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, М.Р-Н КИРОВСКИЙ, Г.П. СИНЯВИНСКОЕ, ДОР. ПОДЪЕЗД К СИНЯВИНСКИМ ВЫСОТАМ ОТ АВТОДОРОГИ КОЛА, ЗД. 2, К. 1;pitproduct.ru;Костюк Павел Сергеевич;ДИРЕКТОР;ACTIVE;6,2 млрд;2025;;;;https://checko.ru/company/pit-produkt-1034700560146;
2329016248;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСТАРК""";Краснодарский край, Гулькевичский р-н, пгт Красносельский, ул Промышленная, д 6;kzg.ru;Кияткин Александр Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;6,4 млрд;2025;;;;https://checko.ru/company/rustark-1022303582290;
1102020632;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТИМАН-ПЕЧОРА ЭКСПЛОРЭЙШН""";Респ Коми, г Усинск, ул Строителей, д 8;;Чубенко Виталий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;378,1 млн;2025;;;;https://checko.ru/company/timan-pechora-ehksplorehyshn-1031100601146;
