seriya;princip;vid;vstrech;innov;ssylok;ssylki;citata
К-400;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29798-2014;1548 0268036071 есть К-400 центробежная среда не названа 04.09.2014 заключение ЭПБ № 41-ТУ-29798-2014 Центробежный компрессор типа К-400, поз. 3/2
ТВ50-1,6;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5188de8b-7b44-4d9b-8dbb-5151c7ab417a_93f0cff2-0e52-4ccf-b58f-f6f893f14ccc&infoGuid=5188de8b-7b44-4d9b-8dbb-5151c7ab417a;1602 0269998106 планировал ТВ50-1,6 центробежная 08.2022 план 2210555567 позиция 16, сумма 1 168 334,93 ₽ Выполнение работ по капитальному ремонту электрод
ВК-201;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10370-2025;2006 0274051582 есть 20М6-5, | ВК-201 центробежная среда не названа 14.02.2025 заключение ЭПБ № 41-ТУ-10370-2025 Центробежный компрессор марки 20М6-5, технол
К-1001;центробежный;компрессор;2;1;2;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11353-2015 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-42071-2023;2009 0274051582 есть К-1001 центробежная среда не названа 15.06.2023 заключение ЭПБ № 41-ТУ-42071-2023 Заключение экспертизы промышленной безопасно
ЦК201-1;не установлен;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/2-%D0%97%D0%A1-936947-2026;2060 0274051582 есть Н215-1 | ЦК201-1 | II-17 | Г-43-107М/1, объект — трубопровод или сооружение, машина лишь упомянута среда не названа 21.07.2026 заключени
ЦК301-1;центробежный;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-48529-2020;2061 0274051582 есть ЦК301-1 | Е309 | Г-43-107 центробежная среда не названа 13.11.2020 заключение ЭПБ № 41-ЗС-48529-2020 «Площадка филиала ПАО АНК 
ЦК-301-2;не установлен;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11775-2015;2070 0274051582 есть ЦК-301-1, | ЦК-301-2, | ЦК-301 | Е-309 объект — трубопровод или сооружение, машина лишь упомянута среда не названа 01.04.2015 заключение ЭПБ
ЦК-201-2;не установлен;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11793-2015;2071 0274051582 есть Н-215/1 | ЦК-201-1, | ЦК-201-2, | ЦК-201-3 объект — трубопровод или сооружение, машина лишь упомянута среда не названа 01.04.2015 заключение ЭПБ № 41-
ЦК-201-3;не установлен;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11793-2015;2071 0274051582 есть Н-215/1 | ЦК-201-1, | ЦК-201-2, | ЦК-201-3 объект — трубопровод или сооружение, машина лишь упомянута среда не названа 01.04.2015 заключение ЭПБ № 41-ТУ-11793-
ТВ-80-1,4М1-01;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23947-2025;2116 0274051582 есть ТВ-80-1,4М1-01, центробежная среда не названа 19.05.2025 заключение ЭПБ № 41-ТУ-23947-2025 Турбокомпрессор марки ТВ-80-1,4М1-01, Техно
К-500-61-1,;центробежный;компрессор;2;1;2;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-850017-2026 | https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-850044-2026;2299 0277014204 есть К-500-61-1 центробежная воздух 28.05.2026 заключение ЭПБ № 2-ТУ-850017-2026 Турбокомпрессор марки К-500-61-1,Технологический индекс 2/1, зав. № 358, инв. № 687
ТВ50-1,6-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=981bf8ef-8a3c-4506-a3f6-03395f6d083e_37676ab6-1c58-4c22-8690-c56460d3a78f&infoGuid=981bf8ef-8a3c-4506-a3f6-03395f6d083e;2608 0326540932 планировал ТВ 50-1,6-01.УЗ центробежная 07.2024 план 2230731553 позиция 304, сумма 4 711 494,00 ₽ Поставка турбокомпрессора ТВ 50-1,6-01.УЗ с элек
К20;поршневой;компрессор;2;2;1;https://www.tender.pro/api/tender/112778/view_public;2745 1006004155 покупает тип не установлен 29.03.2012 тендер 112778 Компрессор К20 https://www.tender.pro/api/tender/112778/view_public Tender.pro
ГПА21;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-18938-2017;2765 1102024468 есть PN 8.0 | ГПА 21 | ГПА 22 | ГПА 23 тип не установлен газ 08.12.2017 заключение ЭПБ № 19-ТУ-18938-2017 техническое устройство, применяемо
ГПА22;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-18938-2017;2765 1102024468 есть PN 8.0 | ГПА 21 | ГПА 22 | ГПА 23 тип не установлен газ 08.12.2017 заключение ЭПБ № 19-ТУ-18938-2017 техническое устройство, применяемое на опас
ГПА23;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-18938-2017;2765 1102024468 есть PN 8.0 | ГПА 21 | ГПА 22 | ГПА 23 тип не установлен газ 08.12.2017 заключение ЭПБ № 19-ТУ-18938-2017 техническое устройство, применяемое на опасном произ
ГПА-31;центробежный;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07259-2020;2866 1102024468 есть ГПА-31 | ГТК-10И | PCL 802/24, центробежная газ 02.06.2020 заключение ЭПБ № 19-ТУ-07259-2020 рег. № А25-00261-0639. Класс опас
ГПА-33;центробежный;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07262-2020;2868 1102024468 есть ГПА-33 | ГТК-10И | PCL 802/24, центробежная газ 02.06.2020 заключение ЭПБ № 19-ТУ-07262-2020 рег. № А25-00261-0639. Класс опас
ГПА-34;центробежный;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07263-2020;2869 1102024468 есть ГПА-34 | ГТК-10И | PCL 802/24, центробежная газ 02.06.2020 заключение ЭПБ № 19-ТУ-07263-2020 рег. № А25-00261-0639. Класс опас
ГПА-35;центробежный;ГПА;2;1;1;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07265-2020;2870 1102024468 есть ГПА-35 | ГТК-10И | PCL 802/24, центробежная газ 02.06.2020 заключение ЭПБ № 19-ТУ-07265-2020 рег. № А25-00261-0639. Класс опас
КР204-2-11;винтовой;компрессор;2;1;1;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-315357-2025;2996 1102054991 есть 3МК-60/12-200, | КР204-2-11, поршневая или винтовая среда не названа 28.09.2025 заключение ЭПБ № 56-ТУ-315357-2025 агрегат компрессорный мембранный
КР204-2-17;винтовой;компрессор;2;1;1;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-498956-2025;2997 1102054991 есть 3МК-60/12-200, | КР204-2-17, поршневая или винтовая среда не названа 26.11.2025 заключение ЭПБ № 56-ТУ-498956-2025 агрегат компрессорный мембранный
КР204-2-16;винтовой;компрессор;2;1;1;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-514287-2025;2998 1102054991 есть 3МК-60/12-200, | КР204-2-16, поршневая или винтовая среда не названа 02.12.2025 заключение ЭПБ № 56-ТУ-514287-2025 Агрегат компрессорный мембранный
КР204-2-15;винтовой;компрессор;2;1;1;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-514456-2025;2999 1102054991 есть 3МК-60/12-200, | КР204-2-15, поршневая или винтовая среда не названа 02.12.2025 заключение ЭПБ № 56-ТУ-514456-2025 агрегат компрессорный мембранный
КР-01-01;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-05242-2019;3038 1102054991 есть ЦК-135/8 | КР-01-01, | У-22 центробежная среда не названа 05.02.2019 заключение ЭПБ № 49-ТУ-05242-2019 техническое устройство – центробежны
К12;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-831635-2026;2-055/1-09, техн.No К02B, зав.No 4007А1008, инв.No 104659 Воздуходувка центробежная марки UNILINE 92-055/1-09, техн.No К12, зав.No 400 https://monitor-pb.ru/conclusion/30-%D0%A2%D0
ТВ500-1,08/В-1;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-00612-2021;3083 1102054991 есть ТВ 500-1,08/В-1, | 07В-2 | У-07-08 центробежная среда не названа 14.01.2021 заключение ЭПБ № 49-ТУ-00612-2021 техническое устройство – 
К-01-04;центробежный;компрессор;2;2;2;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85527-2024 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-14882-2016;3091 1102054991 есть АТП5-5/3, | К-01-04, центробежная среда не названа 17.12.2024 заключение ЭПБ № 49-ТУ-85527-2024 Заключение № 10-24-24 экспертизы промышленн
ТВ500-1,08;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-10372-2023;3096 1102054991 есть ТВ 500-1,08 | 08В-2 | У-08 центробежная среда не названа 10.02.2023 заключение ЭПБ № 49-ТУ-10372-2023 Заключение экспертизы промышл
ТВ-500-1,08М-В1;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-79997-2024;3097 1102054991 есть ТВ-500-1,08М-В1, | У-07/08 центробежная среда не названа 02.12.2024 заключение ЭПБ № 49-ТУ-79997-2024 Заключение № 41/24 -24 экспертизы
К-380-120-1;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14077-2020;3861 1644003838 есть К-380-120-1 центробежная среда не названа 06.11.2020 заключение ЭПБ № 43-ТУ-14077-2020 заключение экспертизы промышленной безопасно
ТВ80-1,4-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e783abab-1490-43ef-b2ec-d512b173c3f7_46730f64-1a9a-423e-9cd1-e1c499b49018&infoGuid=e783abab-1490-43ef-b2ec-d512b173c3f7;3913 1649021125 планировал ТВ80-1,4-01.УЗ центробежная 03.2023 план 2220661258 позиция 22, сумма 2 910 996,00 ₽ Поставка турбокомпрессора ТВ80-1,4-01.УЗ для нужд
ТВ-80-1,6М-011;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06139-2024;4507 1651000010 есть ТВ-80-1,6М-011 | В-3Б центробежная воздух 14.03.2024 заключение ЭПБ № 43-ТУ-06139-2024 ЗАКЛЮЧЕНИЕ № 3904/03-23 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ
К-3401;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-08365-2021;4542 1651000010 есть K-3820 | К-3401 | К-3407 центробежная по серии среда не названа 16.07.2021 заключение ЭПБ № 43-ТП-08365-2021 Система вибромониторинга и
К-3407;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-08365-2021;4542 1651000010 есть K-3820 | К-3401 | К-3407 центробежная по серии среда не названа 16.07.2021 заключение ЭПБ № 43-ТП-08365-2021 Система вибромониторинга и вибродиа
К-24;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/202683/view_public;4686 1656025681 покупает К-24 центробежная по серии 24.03.2015 тендер 202683 Компрессорная установка К-24 на апрель 2015 г. https://www.tender.pro/ap
ТГ300-1,18-В1;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/65331/view_public;4692 1656025681 покупает ТГ300-1,18-В1 центробежная 27.10.2009 тендер 65331 Турбокомпрессор ТГ300-1,18-В1 на ноябрь https://www.tender.pro/api/tender/65331/vi
К-605-182;центробежный;компрессор;2;1;2;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-20667-2018 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12737-2021;4823 1658008723 есть К-605-182 центробежная среда не названа 28.09.2021 заключение ЭПБ № 43-ТУ-12737-2021 Компрессор центробежный марки К-605-182-1м, 
ВП-6/35;винтовой;компрессор;2;1;1;https://www.tender.pro/api/tender/423751/view_public;5533 2124009521 покупает ВП-6/35 поршневая или винтовая 13.02.2020 тендер 423751 Запрос цен на запчасти к компрессору 302 ВП-6/35 в ассортименте в 2020 
ВП6/35;винтовой;компрессор;2;1;1;https://www.tender.pro/api/tender/335923/view_public;5566 2124009521 покупает ВП 6/35 поршневая или винтовая 06.09.2018 тендер 335923 Закупка запчастей к компрессору 302 ВП 6/35 1981 г.в. в 2018 году https
ТВ-350-1;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/951189/view_public;5920 2130230898 покупает ТВ-350-1 центробежная воздух 03.10.2024 тендер 951189 Открытый запрос предложений на поставку турбокомпрессора воздушного одност
ТВ80-1.6-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=daffeaf9-8be9-427d-b02a-9e8b652a7ad7_1ddfaa5c-3ba8-4fac-ba67-250cbcf4fa24&infoGuid=daffeaf9-8be9-427d-b02a-9e8b652a7ad7;5948 2204079002 планировал ТВ 80-1.6-01.УЗ центробежная 02.2023 план 2220627918 позиция 25, сумма 3 065 000,00 ₽ Приобретение турбокомпрессора ТВ 80-1.6-01.УЗ htt
ТВ-80/1,6;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=7fe2349f-f1c0-49f4-ab30-f7046ab11d7d_7ca41806-21b3-4922-a982-b142b8d975d5&infoGuid=7fe2349f-f1c0-49f4-ab30-f7046ab11d7d;5951 2204079002 планировал ТВ-80/1,6 центробежная 05.2024 план 2230716420 позиция 59, сумма 1 236 000,00 ₽ поставка турбокомпрессора ТВ-80/1,6 без электродв
ГПА201-203;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/25-%D0%97%D0%A1-01747-2021;6082 2308065678 есть ГПА 201-203 | ГПА 204-206 | ГПА 207-209 объект — трубопровод или сооружение, машина лишь упомянута газ 06.04.2021 заключение ЭПБ № 
ГПА207-209;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/25-%D0%97%D0%A1-01747-2021;6082 2308065678 есть ГПА 201-203 | ГПА 204-206 | ГПА 207-209 объект — трубопровод или сооружение, машина лишь упомянута газ 06.04.2021 заключение ЭПБ № 25-ЗС-01747-2021 "Трубопрово
ГПА201-206;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/25-%D0%97%D0%A1-01748-2021;6083 2308065678 есть ПУ 201-205 | ГПА 201-206, | ГПА 204-206, | А2-1, объект — трубопровод или сооружение, машина лишь упомянута газ 06.04.2021 заключение ЭПБ № 25-З
ГПА108;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/25-%D0%97%D0%A1-04254-2021;6084 2308065678 есть ГПА 108 | ГПА 105-108, объект — трубопровод или сооружение, машина лишь упомянута газ 30.09.2021 заключение ЭПБ № 25-ЗС-04254-2
ГПА105-108;не установлен;ГПА;2;1;1;https://monitor-pb.ru/conclusion/25-%D0%97%D0%A1-04254-2021;6084 2308065678 есть ГПА 108 | ГПА 105-108, объект — трубопровод или сооружение, машина лишь упомянута газ 30.09.2021 заключение ЭПБ № 25-ЗС-04254-2021 трубопрово
ЦК-1301;центробежный;компрессор;2;1;1;https://www.tektorg.ru/223-fz/procedures/7264481;у предмету поставка компрессорного оборудования: Циркуляционный компрессор изомеризации ЦК-1201 Центробежный компрессор ЦК-1301 ШМР, ПНР, обучение. https://www.tektorg.ru/223-fz/pr
ТВ42-1,4;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f7ecfc49-a566-473f-bfe1-3bf9f13cee06_21dbaaa9-9100-41b5-a70a-62f851ef4371&infoGuid=f7ecfc49-a566-473f-bfe1-3bf9f13cee06;6211 2327009686 планировал ТВ42-1,4 центробежная 05.2021 план 2210529273 позиция 5, сумма 450 000,00 ₽ Капитальный ремонт турбокомпрессора ТВ42-1,4 https:/
ТВ-175-1,6-01.У3-М;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/218169/view_public;6901 2466114215 покупает ТВ-175-1,6-01.У3-М центробежная 29.09.2015 тендер 218169 Запрос предложений по 223-ФЗ на поставку турбокомпрессоров ТВ-175-1,6-01.У3-М с у
К101;центробежный;компрессор;2;1;2;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00013-2018 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-07733-2022;7015 2624022320 есть К101 центробежная по серии среда не названа 10.03.2022 заключение ЭПБ № 62-ТУ-07733-2022 техническое устройство «Компрессорн
К-18-00764-2022;центробежный;воздуходувка;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0bebcb78-36eb-4498-aa44-66cac99bd59f_005056be-7e73-1edc-a4f8-dd486a781984&infoGuid=0bebcb78-36eb-4498-aa44-66cac99bd59f;7572 2724132118 планировал центробежная воздух 02.2022 план 2210557066 позиция 1766, сумма 669 474,26 ₽ 2200-L01-К-18-00764-2022 6801-ТДВ.25-С.2022 Воздуходувка ротационная https:/
К4-20;центробежный;компрессор;2;1;1;https://zakupki.mos.ru/need/5971048;7696 2902059091 покупает К4-20 | ТУ 38 центробежная по серии 17.03.2026 процедура 5971048 Масло компрессорное К4-20 ТУ 38.101759-78 https://zakupki.mo
К30/10;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/747955/view_public;7854 2903000446 покупает К30/10 центробежная по серии 05.04.2023 тендер 747955 закупка компрессорной установки К30/10 на май 2023 (id747955) https://ww
К-5/7;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=34b953fc-89be-4c4e-a2a3-c631f8d3ead6_be7f544b-f948-4983-85da-918d19cfbf68&infoGuid=34b953fc-89be-4c4e-a2a3-c631f8d3ead6;7872 2907015309 планировал К-5/7 центробежная по серии 05.2026 план 2250861286 позиция 128, сумма 1 490 000,00 ₽ Поставка дизельного компрессора ТМТ К-5
ТВ-200-01.12;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/15-%D0%A2%D0%A3-18733-2015;8109 3302000186 есть ТВ-200-01.12 центробежная воздух 02.11.2015 заключение ЭПБ № 15-ТУ-18733-2015 турбовоздуходувки ТВ-200-01.12 №1, №2, №3, №4 https://
ТВ42-1,4М-01;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5_8217cc82-56c4-4f2d-b27d-3eb9ae20bf5f&infoGuid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5;8113 3302001983 планировал ТВ 42-1,4М-01 центробежная 09.2025 план 2240780679 позиция 371, сумма 1 267 260,00 ₽ Выполнение капитального ремонта турбокомпрессора
ТВ80-1,6М1;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f980f7fd-3c86-49bd-87d8-d84443669d51_d029a7c0-77b7-4a5c-bcfc-082810e64347&infoGuid=f980f7fd-3c86-49bd-87d8-d84443669d51;8119 3308001891 планировал ТВ80-1,6М1 центробежная 08.2025 план 2240790065 позиция 16, сумма 2 213 940,00 ₽ Проведение ремонтно-восстановительных работ турбо
ТВ-42-1,4-01.У3;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bc299047-6bbc-4301-a852-ab8e4f260071_4b438014-3d59-48bf-aafe-8435fb9d4547&infoGuid=bc299047-6bbc-4301-a852-ab8e4f260071;8140 3435000932 планировал ТВ-42-1,4-01.У3 центробежная 07.2021 план 2210501458 позиция 174, сумма 1 772 400,00 ₽ Поставка турбокомпрессора ТВ-42-1,4-01.У3 https:
ВК41-12УХЛ4;не установлен;компрессор;2;1;1;https://www.tender.pro/api/tender/821888/view_public;8193 3435051260 покупает ВК 41-12УХЛ4 тип не установлен 02.11.2023 тендер 821888 Закупка лубрикатора к компрессору ВК 41-12УХЛ4 (id821888) https://www.tender
ВК20-8-500;не установлен;компрессор;2;1;1;https://www.tender.pro/api/tender/213414/view_public;9183 3525114733 покупает ВК20-8-500 тип не установлен 30.07.2015 тендер 213414 Закуп компрессора ВК20-8-500 https://www.tender.pro/api/tender/213414/view_p
К087-АНХК;центробежный;нагнетатель;2;1;1;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-412245-2025;9760 3801009466 есть Н-750-23-6, | К087-АНХК центробежная среда не названа 05.11.2025 заключение ЭПБ № 38-ТУ-412245-2025 Нагнетатель центробежный марки Н-750-23-6, 
ТВ-9152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00571-2014;9888 3801009466 есть ТВ-9152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00571-2014 на Трубо
ТВ-5152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00573-2014;9922 3801009466 есть ТВ-5152 | ТВ-6152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00573-201
ТВ-6152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00573-2014;9922 3801009466 есть ТВ-5152 | ТВ-6152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00573-2014 на Трубо
ТВ-3152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00574-2014;9923 3801009466 есть ТВ-3152 | ТВ-4152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00574-201
ТВ-4152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00574-2014;9923 3801009466 есть ТВ-3152 | ТВ-4152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00574-2014 на Трубо
ТВ-1152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00575-2014;9924 3801009466 есть ТВ-1152 | ТВ-2152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00575-201
ТВ-2152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00575-2014;9924 3801009466 есть ТВ-1152 | ТВ-2152 объект — трубопровод или сооружение, машина лишь упомянута воздух 05.02.2014 заключение ЭПБ № 67-ТУ-00575-2014 на Трубо
ТВ-552;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00653-2014;10038 3801009466 есть ТВ-552 | ТВ-652 объект — трубопровод или сооружение, машина лишь упомянута воздух 06.02.2014 заключение ЭПБ № 67-ТУ-00653-2014
ТВ-652;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00653-2014;10038 3801009466 есть ТВ-552 | ТВ-652 объект — трубопровод или сооружение, машина лишь упомянута воздух 06.02.2014 заключение ЭПБ № 67-ТУ-00653-2014 № 21-ТУ-
ТВ-152;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00652-2014;10053 3801009466 есть ТВ-152 | ТВ-252 объект — трубопровод или сооружение, машина лишь упомянута воздух 06.02.2014 заключение ЭПБ № 67-ТУ-00652-2014
ТВ-252;не установлен;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00652-2014;10053 3801009466 есть ТВ-152 | ТВ-252 объект — трубопровод или сооружение, машина лишь упомянута воздух 06.02.2014 заключение ЭПБ № 67-ТУ-00652-2014 № 21-ТУ-
ВЦ5;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-82655-2023;нтробежная среда не названа 24.10.2023 заключение ЭПБ № 62-ТУ-82655-2023 техническое устройство Центробежный компрессор ВЦ 5 50 №8 поз. ВД 11, зав. № 1320, применяемое АО «АНХК» на
Ц4-75-5;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-08491-2019;10200 3801009466 есть Ц4-75-5 центробежная среда не названа 05.06.2019 заключение ЭПБ № 67-ТУ-08491-2019 № 028/04-19-ту/нх/1106/025 техническое устро
К-212;центробежный;воздуходувка;2;1;2;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-626680-2026 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11672-2014;10332 3801046700 есть 30R3 | К-212 центробежная воздух 20.01.2026 заключение ЭПБ № 38-ТУ-626680-2026 Воздуходувка 30R3 поз. К-212, зав. № 112 (цех 167, об
К-211;центробежный;воздуходувка;2;1;2;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-626701-2026 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11678-2014;10334 3801046700 есть К-211 центробежная воздух 20.01.2026 заключение ЭПБ № 38-ТУ-626701-2026 Воздуходувка 4R7 поз. К-211, зав. № 130 (цех 167, объ
ТВ-14;центробежный;воздуходувка;2;1;2;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-06755-2019 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-16296-2022;10402 3801046700 есть ТВ-80-1,6 | ТВ-14 центробежная воздух 21.11.2022 заключение ЭПБ № 67-ТУ-16296-2022 Турбовоздуходувка ТВ-80-1,6 поз. ТВ-14, зав. № 1776 ме
ТВ80-1.8-01УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=66730dfa-06f3-4e5c-aa68-86fe27e3f0e4_48a034f5-0484-5392-aa45-08d6982e50c3&infoGuid=66730dfa-06f3-4e5c-aa68-86fe27e3f0e4;10610 3808118560 планировал ТВ 80-1.8-01УЗ центробежная воздух 09.2022 план 2210539409 позиция 2103, сумма 3 317 000,00 ₽ Турбокомпрессор воздушный ТВ 80-1.8-01УЗ
К-202;винтовой;компрессор;2;1;2;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13448-2015 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-09091-2021;10795 3814007314 есть 4МК-20/220 | К-202 поршневая или винтовая среда не названа 02.12.2015 заключение ЭПБ № 67-ТУ-13448-2015 Мембранный компрессорный агрегат 4
ТВ80-1,6-01УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d607498d-a2a7-45c3-9746-af7fa8b6c71c_c45e50b4-7c84-4321-a8ae-6b67dae162f6&infoGuid=d607498d-a2a7-45c3-9746-af7fa8b6c71c;10941 3849096114 планировал ТВ80-1,6-01УЗ центробежная 10.2024 план 2240775424 позиция 2, сумма 11 850 000,00 ₽ Поставка 3 Турбокомпрессоров марки ТВ80-1,6-01УЗ 
