marka;forma;vstrech;innov;tip;chem_dobyta;primer;ssylka
GВ602A;ЛКЦЛ;1;1;воздуходувка;регулярка;Газодувка отходящих газов нейтрализатора поз. Е-GВ602A, эксплуатируемый на территории цеха ПФУ-2, АО «Минудобрения»;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-05591-2022
2АФ-51Э53;ЦК-ЦКЦ;1;1;воздуходувка;регулярка;роторные газодувки 2АФ-51Э53 № 1, № 2, № 3, № 4 применяемые на опасном производственном объекте – в складе бестарного хранения муки, принадлежащие АО «Кстовский хлеб»;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04247-2016
ТГ 65-1,06 М1;К Ц-Ц,Ц КЦ;1;1;воздуходувка;регулярка;техническое устройство: газодувка, типа ТГ 65-1,06 М1-В1, поз.4а, эксплуатируемый в АО «Невинномысский Азот», цех № 6/2 (ОПО II класса опасности);https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-04455-2023
ROTUNI 130-0.6/1.09;Л Ц-Ц.Ц/Ц.Ц;1;1;воздуходувка;регулярка;техническое устройство «Газодувка ROTUNI 130-0.6/1.09, тех. поз. 3У251К03» установки 3У-251, применяемое на опасном производственном объекте «Площадка производства №2 Астраханского ГПЗ», рег. №А19-106;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-15749-2021
НМ-5ОО/14В;К-ЦК/ЦК;1;1;воздуходувка;регулярка;техническое устройство Газодувка ТYР-НМ-5ОО/14В, поз. В201/1, зав.№ V155734/1, применяемое на опасном производственном объекте «Площадка производства полипропилена», рег. №А6200746-0001 (II класс опас;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-44900-2022
1Г21-80-В2;ЦКЦ-Ц-КЦ;1;1;воздуходувка;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: дымосос на базе ротационной газодувки марки 1Г21-80-В2, зав. № 0904414, поз. М0032 (корпус 422, Производство акриловой кислот;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-09511-2024
1Г24-60-В2;ЦКЦ-Ц-КЦ;1;1;воздуходувка;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: дымосос на базе ротационной газодувки марки 1Г24-60-В2, зав.№06061992, поз. М0033 (корпус 422, Производство акриловой кислоты;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-09515-2024
ГПМЗ-3МА-7К;К-ЦК-ЦК;1;1;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Газодувка ГПМЗ-3МА-7К, зав.№ б/н, инв.№ 0002658 применяемое на опасном производственном объекте, I класс опасности Участок по;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-14405-2023
F130-78/D300-G;ЛЦ-Ц/ЛЦ-Л;1;1;воздуходувка;регулярка;"Заключение экспертизы промышленной безопасности № 1402-ТУ-МС-2025 на техническое устройство: Газодувка (нагнетатель паров) зав.№ 903604/08, тех.№ Г-1, тип F130-78/D300-G; Комплекса по сливу и наливу т";https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-98522-2025
1Г-32-80-4В ОП;ЦК-Ц-Ц-ЦК К;1;1;воздуходувка;регулярка;Заключение экспертизы промышленной безопасности № КГМК/304-2024-067-870 Объект экспертизы: Газодувка большого контура 1Г-32-80-4В ОПУ №2, инв. № 80298, эксплуатируемая АО «Кольская Горно-Металлургичес;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-23921-2024
НЦ 16/76-1,44;К Ц/Ц-Ц,Ц;1;1;воздуходувка;регулярка;Центробежный нагнетатель (Корпус центробежного нагнетателя типа НЦ 16/76-1,44 зав. № 408 с СПЧ НЦ 16/76-1,35, зав№ АГСПЧ 1615001 и ротор ЦБН зав. № АА-168 ПТУ-938) станционный № 51, инв. № 133721;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51607-2018
2Н-25-76-1,44;ЦК-Ц-Ц-Ц,Ц;1;1;воздуходувка;регулярка;корпус центробежного нагнетателя (ЦБН) природного газа типа 2Н-25-76-1,44;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-02978-2014
ГТТ-3М/2;К-ЦК/Ц;1;1;воздуходувка;регулярка;воздушный нагнетатель газотурбинной технологической установки ГТТ-3М/2 тделения УКЛ цеха слабой азотной кислоты ПАО «Дорогобуж», воздушный нагнетатель эксплуатируется на площадке по производству минер;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-13249-2019
RF-2ВВ, ГП;Л-ЦК, К;1;1;воздуходувка;регулярка;техническое устройство - центробежный нагнетатель RF-2ВВ, ГПА ст.№7, зав.№МО-1076RC, инв. № 140858.;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01268-2020
Ц370-18-1, ГП;КЦ-Ц-Ц, К;1;1;воздуходувка;регулярка;техническое устройство - корпус центробежного нагнетателя Ц370-18-1, ГПА ст. №6, зав. №6517, инв. № 141055.;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01256-2020
PCL 804-2/36В;Л Ц-Ц/ЦК;1;1;воздуходувка;регулярка;корпус центробежного нагнетателя природного газа типа PCL 804-2/36В зав. № 11253, станц. № 43, инвентарный № 142868;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-04611-2020
Н-650RV090/02;К-ЦЛЦ/Ц;1;1;воздуходувка;регулярка;Корпус центробежного нагнетателя Н-650RV090/02» зав. № 8601, ст. № 62,;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-40474-2017
RF2BB/30;ЛЦЛ/Ц;1;1;воздуходувка;регулярка;Корпус центробежного нагнетателя типа RF2BB/30, зав. № MO-1073RC, ГПА ст. № 4, инв. №140855;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-27964-2024
Е-1/1, Е;К-Ц/Ц, К;1;1;узел: ресивер;регулярка;трубопровод л. В 1/2 воздух технический от ресиверов Е-1/1, Е-1/2 до тит.302.4 азотно-кислородная станция, «Южно-Балыкский ГПЗ» - филиал АО «СибурТюменьГаз»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-34363-2016
LMF 47-20/250-D;Л Ц-Ц/Ц-Л;1;1;компрессор;регулярка;мобильную азотно-воздушную компрессорную установку высокого давления LMF 47-20/250-D зав.№00 320, принадлежащую АО «БВТ-Восток»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-47266-2022
Р-0,5-0,8-09Г2С;К-Ц,Ц-Ц,Ц-ЦКЦК;1;1;ресивер;регулярка;Техническое устройство «Ресивер кислородный Р-0,5-0,8-09Г2С для кислородной установки «Провита-140НБ», зав. №43085/1», Площадка установки получения кислорода, рег. № А69-00077-0018;https://monitor-pb.ru/conclusion/69-%D0%A2%D0%A3-01571-2023
УКВШ 7,5/8 У5;К Ц,Ц/Ц КЦ;1;1;компрессор;регулярка;технические устройства, применяемые на опасном производственном объекте: установки компрессорные винтовые шахтные передвижные УКВШ 7,5/8 У5 зав. №№011, 012, изготовленные АО «НПАО ВНИИкомпрессормаш», ;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-07611-2015
МГМ-1.1М;К-Ц.ЦК;1;1;ПКС;регулярка;Заключение экспертизы промышленной безопасности №ТУ-003-18/НП/57-1 на технические устройства: блоки метанометрические МР-3 метанометров для подземных передвижных компрессорных станций и установок МГМ-;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-76700-2025
ШВ-7,5/0,6 Т;К-Ц,Ц/Ц,Ц К;1;1;ПКС;регулярка;техническое устройство – станция воздушно-компрессорная шахтная передвижная ЗИФ-ШВ-7,5/0,6 Т (зав. № 019, инв. № Б1081259) ПАО «Уралкалий», эксплуатируемое на опасном производственном объекте «Рудник ;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-63431-2021
МКУ 11500-1/2-10;К Ц-Ц/Ц-Ц;1;1;ПКС;регулярка;Установка мобильная компрессорная типа МКУ 11500-1/2-10 заводской № Y1903/66 с установленным в ней технологическим оборудованием и арматурой;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-854637-2026
BD9PL0011, УО;ЛЦЛЦ, К;1;1;осушитель;регулярка;"осушитель сжатого воздуха адсорбционный левы BD9PL0011, УОВ №14А, ПАО ""НЛМК"" кислородный цех, Кислородное отделение №2";https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14195-2017
ZT55-8,6-50;ЛЦ-Ц,Ц-Ц;1;1;компрессор;регулярка;"Компрессор марки ZT55-8,6-50 и осушитель воздуха марки BD 150CE, производства Atlas Copco Airpower N. V., вводимых в эксплуатацию на ООО ""Полярный кварц"", г. Нягань";https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-01431-2015
СD 24 ST;КЛ Ц Л;1;1;осушитель;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Осушитель воздуха СD 24 STD зав.№AII811054, рег.№48 Местонахождение: УДКС №2 ЦДНГ ВТСМ;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-10494-2024
BD100-14,5/400B;ЛЦ-Ц,Ц/ЦЛ;1;1;осушитель;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Осушитель воздуха BD100-14,5/400B зав.№API080668, рег.№47 Местонахождение: УДКС №2 ЦДНГ ВТСМ;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-10488-2024
ОСВ-125/8-В-С;К-Ц/Ц-К-К;1;1;осушитель;регулярка;"радиатор осушителя воздуха ОСВ-125/8-В-С рег.№ 1319 ОПО ""Площадка производства резиновых шин, покрышек и камер; восстановление резиновых шин покрышек"" (рег.№ А47-12390-0001 - III класс), ООО ПК ""Киров";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-34534-2017
ADN 375-8Х;Л Ц-ЦК;1;1;осушитель;регулярка;техническое устройство, до начала применения на ОПО «Площадка цеха производства тосола, антифриза, стеклоомывающих жидкостей, масел» (7)» рег.№А09-41445-0002, I класс опасности. осушитель воздуха ADN ;https://monitor-pb.ru/conclusion/08-%D0%A2%D0%A3-37832-2024
40В1 2;ЦКЦ Ц;1;1;ресивер;регулярка;№ Наименование Зав.№ Рег.№ Техн.№ Цех азота и воздуха, корпус №891 1 Ресивер 33 18260 40В1 2 Ресивер 78 18285 40В2 3 Ресивер 28 18267 40В5 4 Ресивер 45 18295 40В7 5 Ресивер 76 18300 40Д4 6 Ресивер 74 ;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14065-2014
AS-2.15М3;Л-Ц.ЦКЦ;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ №004-ТУ/26 Ресивер аммиачный горизонтальный AS-2.15М3, (ресивер линейный) зав. №742, рег. №90208;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-744811-2026
AS-2.15М2;Л-Ц.ЦКЦ;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ №003-ТУ/26 Ресивер аммиачный горизонтальный AS-2.15М2, (ресивер дренажный) зав. №741, рег. №90209;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-745074-2026
AS-2,15М2;Л-Ц,ЦКЦ;1;1;ресивер;регулярка;ресивера аммиачного горизонтального AS-2,15М2 (ресивера дренажного) рег. №90209, зав.№741, применяемого на опасном производственном объекте III класса опасности «Аммиачно-холодильная установка» рег.№А;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-05373-2018
GN-5202-CS-1.6-N;Л-Ц-Л-Ц.Ц-Л;1;1;узел: ресивер;регулярка;Трубопровод транспортирования азота Линия 50-GN-5201-CS-1.6-N (на заполнение ресивера азота) Линия 50-GN-5202-CS-1.6-N (из ресивера до регулятора давления);https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32042-2024
РЛ-1,2,3,4;К-Ц,Ц,Ц,Ц;1;1;узел: ресивер;регулярка;Трубопровод прием аммиака из линейных ресиверов РЛ-1,2,3,4, дренажных ресиверов РД-1,2 в отделители жидкости ОЖ-1,2,рег№2 Масляное производство Установка 40/2,Цех №23;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-43003-2015
77.0,5.1,09;Ц.Ц,Ц.Ц,Ц;1;1;компрессор;провайдер;техническое устройство: центробежный компрессор 77.0,5.1,09, технологический № 3У50К01В, инвентарный №03*124823, установленного на установке 3У-50 Оренбургского газоперерабатывающего завода филиал ООО;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-25427-2019
302ВП6/18А;ЦКЦ/ЦК;1;1;компрессор;провайдер;ЗАКЛЮЧЕНИЕ № 2022-НН-630-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство – поршневой компрессор 302ВП6/18А зав.№ 1, применяемое на опасном производственном объекте: «Участок комплекс;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-315021-2023
КОВЕ SRM;К Л;1;1;компрессор;провайдер;техническое устройство: Винтовой компрессор КОВЕ SRM, техн.№С-401, зав.№70-15257, эксплуатируемое в цехе № 1320, завода БК, ПАО «Нижнекамскнефтехим», г. Нижнекамск, Республика Татарстан;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-72436-2021
418 RAM-J;Ц Л-Л;1;1;воздуходувка;провайдер;ЗАКЛЮЧЕНИЕ № 3906/03-23 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «воздуходувка марки 418 RAM-J (зав. №0701941938, техн.№ В-1029В), применяемое на опасном производственном объекте;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12287-2024
1SKn 160-1p;ЦЛ Ц-ЦЛ;1;1;компрессор;провайдер;Компрессор 1SKn 160-1p, поз. C- 7201, зав. №10- 1790;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02226-2020
1SKn 160-1P;ЦЛ Ц-ЦЛ;1;1;компрессор;провайдер;техническое устройство «Компрессор поршневой 1SKn 160-1P, зав. №10-1790, тех. поз. №С-7201», применяемое на опасном производственном объекте ООО «Ставролен» Наименование ОПО: «Площадка цеха №2 «Раздел;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-28969-2024
CONTINENTAL 600А.05;Л ЦК.Ц;1;1;компрессор;провайдер;Компрессор CONTINENTAL 600А.05, инв.№000025743, поз.49-3;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14529-2020
NK серии 43.2.2.1.01.10.23;Л К Ц.Ц.Ц.Ц.Ц.Ц.Ц;1;1;компрессор;провайдер;"на технические устройства «Двухступенчатый компрессор с воздушным охлаждением NK серии 43.2.2.1.01.10.23», зав.№250/07, поз.№120; зав.№249/07, поз.№120, применяемые на опасном производственном объекте";https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-02718-2025
Borsig (РНД) / Demag (РВД;Л (К) / Л (К;1;1;компрессор;провайдер;Поршневой компрессор марки ф. Borsig (РНД) ф. Demag (РВД), поз. 1/8, зав. № б/н, ПНХ, цех 19/47, установка 47, объект 52;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-829062-2026
433ГЦ-2-143-25-321;ЦК-Ц-Ц-Ц-Ц;1;1;компрессор;провайдер;ЗЭПБ №1031/ЭПБ-2023 на техническое устройство, применяемое на опасном производственном объекте компрессор центробежный синтез-газа 433ГЦ-2-143-25-321 ПМЗ с приводом турбины П 32/15-101/41,5 поз.№ 401,;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00185-2024
HALBERG 2Еs 1,6-1/166;Л ЦКЛ Ц,Ц-Ц/Ц;1;1;компрессор;провайдер;техническое устройство: поршневой компрессор «HALBERG» 2Еs 1,6-1/166 поз. 402В, применяемое на опасном производственном объекте I класса опасности – «Площадки производства капролактама» рег. № А68-000;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-29826-2020
XLE L7 NL;Л ЛЦ Л;1;1;компрессор;провайдер;"На техническое устройство «Поршневой компрессор XLE L7 NL», зав.№V1.AFTNL.644, поз. №Р701А, инв. № 48904, включая элементы маслосистемы, , применяемое на опасном производственном объекте ""Площадка про";https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-724480-2026
Halberg 3TBs 3,15/14-1/12;Л ЦЛ Ц,Ц/Ц-Ц/Ц;1;1;компрессор;провайдер;"Поршневой компрессор ""Halberg"" 3TBs 3,15/14-1/12 поз. №К-521В, применяемый на опасном производственном объекте ""Площадка производства капролактама"" рег. №А68-00013-0018 (I класс опасности), расположен";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-74838-2024
Hofer 150MK40;Л ЦЛЦ;1;1;компрессор;провайдер;компрессор мембранный Hofer 150MK40 техн. поз.115/3, зав. №742192/1, инв. №6058, цех 24 (к. 144);https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-27374-2014
TIDI 30D-50;Л ЦЛ-Ц;1;1;компрессор;провайдер;Техническое устройство, применяемое на опасном производственном объекте «Цех компрессорный» (рег. №А07-06331-0004, IV класса опасности) - Компрессор воздушный TIDI 30D-50, зав. №312164 Эксплуатирующая;https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-12575-2022
НЦВ-6,3/125-2,2;К-Ц,Ц/Ц-Ц,Ц;1;1;компрессор;провайдер;Техническое устройство: Центробежный нагнетатель НЦВ – 6,3/125-2,2 зав. No13, ст. No33, инв. No110428;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-606056-2025
ВЦ6-28-8-01;КЦ-Ц-Ц-Ц;1;1;воздуходувка;провайдер;2021-07-0244 экспертизы промышленной безопасности на техническое устройство – вентилятор центробежный высокого давления ВЦ6-28-8-01, (воздуходувка) зав. № б/н, поз. № В-210, применяемый на опасном про;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-30808-2021
Ц4-75№6,3;КЦ-Ц№Ц,Ц;1;1;воздуходувка;провайдер;2021-07-0233 экспертизы промышленной безопасности на техническое устройство – вентилятор центробежный низкого давления Ц4-75№6,3, (воздуходувка) зав. № б/н, поз. № В-220, применяемый на опасном произв;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-30810-2021
РПК.0100-000;К.Ц-Ц;1;1;компрессор;провайдер;Компрессор РПК.0100-000, зав. № 1;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-46706-2021
РПК.0000-000 ПС;К.Ц-Ц К;1;1;компрессор;провайдер;Компрессор РПК.0000-000 ПС, зав. № 1;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-50552-2021
STX-SX (100-10;Л-Л (Ц-Ц;1;1;компрессор;провайдер;Компрессор центробежный STX-SX (100-10) Технологический индекс 400-CK-01, серийный № 100466 инвентарный № 65580, местонахождение: цех №4, установка FСС (секция FCC);https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-557859-2025
272-BR;Ц-Л;1;1;компрессор;провайдер;Техническое устройство: Центробежный компрессор КВД тип 272-BR, тех.№ К-601 КВД, опасный производственный объект (ОПО): Площадка по производству аммиака на агрегатах фирмы «Кемико», регистрационный но;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-00792-2024
373-B;Ц-Л;1;1;компрессор;провайдер;Техническое устройство: Центробежный компрессор КCД тип 373-B, тех.№ К-601 КCД, опасный производственный объект (ОПО): площадка по производству аммиака на агрегатах фирмы «Кемико», регистрационный ном;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-03181-2024
ГРЕТА XV;К Л;1;1;компрессор;провайдер;"ЗАКЛЮЧЕНИЕ № 2025-ТК-0119-НКО-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Центробежный компрессор ""ГРЕТА XV"", зав. № 805434, техн. № 301/3, применяемое на опасном производственн";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-00693-2025
"ГУСТА ""П";"К ""К";1;1;компрессор;провайдер;"ЗАКЛЮЧЕНИЕ № 2025-ТК-0120-НКО-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Центробежный компрессор ГУСТА ""П"", зав. № 805581, техн. № 300/2, применяемое на опасном производственно";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00687-2025
АО/1200П;К/ЦК;1;1;компрессор;провайдер;Техническое устройство, применяемое на опасном производственном объекте – поршневой компрессор марки АО/1200П , тех.поз. 3(1), зав. № 119, цех АВХС;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-07845-2014
ГТТ-12/1 (КМА-2М;К-Ц/Ц (К-ЦК;1;1;компрессор;провайдер;Комплексный машинный агрегат ГТТ-12/1 (КМА-2М) цеха слабой азотной кислоты , отделение АК-72 ПАО «Дорогобуж», компрессор эксплуатируется на площадке по производству минеральных удобрений рег. номер А0;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-23982-2018
4ГМ16-12,5/17-281М1;ЦКЦ-Ц,Ц/Ц-ЦКЦ;1;1;не машина;провайдер;Заключение экспертизы промышленной безопасности на техническое устройство – Емкость буферная уравнительной полости 4ГМ16-12,5/17-281М1 (компрессор), поз. № А-125, зав. № 9061-3, рег. № 3714-Х, применя;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-41116-2024
GEA Grasso 55HP;Л Л ЦЛ;1;1;компрессор;провайдер;ЗАКЛЮЧЕНИЕ № 334-06-НПО/21 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «Компрессор поршневой GEA Grasso 55HP в составе компрессорного агрегата К9», применяемое на опасном производст;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-15995-2021
ТКР-D;К-Л;1;1;компрессор;провайдер;Центробежный компрессор марки «Дана -2» ТКР-D зав.№805208 эксплуатируемого в ОАО « Ефремовский завод синтетического каучука» (отделение Е-8 цеха Е-8-8а);https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-02030-2016
ХЖК - 600/1,5;К - Ц/Ц,Ц;1;1;компрессор;провайдер;"Заключение № СДЭ - ""НОРЭ"" №0749-23-11-ТУ-Х экспертизы промышленной безопасности на техническое устройство: компрессор ХЖК - 600/1,5, поз. 55(2), эксплуатируемый в ООО ""Новомосковский ХЛОР"", цех Жидкий";https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-24388-2024
АУУ - 400;К - Ц;1;1;компрессор;провайдер;техническое устройство - поршневой компрессор АУУ - 400, зав. № 835, инв. №065160, поз. № 52/1 эксплуатируемый на опасном производственном объекте III класса опасности – Аммиачно-холодильная установка;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-13179-2018
НАFI;КЛ;1;1;не машина;провайдер;техническое устройство: маслоотделитель компрессора «НАFI», рег.№Т-507ХН, эксплуатируемый в АО «НАК» Азот», цех Аммиак-2, отделение сжатия аммиака (ОПО III класса опасности, индекс отраслевой принадле;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-15041-2018
50-11Е12C;Ц-ЦКЦЛ;1;1;компрессор;провайдер;Турбодетандер марки 50-11Е12C с компрессором, техн. № Х-101, зав. № 19100 ( Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз», ГПП 1, ТУ 4);https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-04293-2018
RBS_85/V-UNI/ANS;Л_Ц/Л-Л/Л;1;1;воздуходувка;провайдер;воздуходувка ROBUSСHI тип RBS_85/V-UNI/ANS тех. №М1230, являющегося частью «группы подачи аспирации линии Паван-4», применяемой на ОПО «Склад бестарного хранения муки (пл. п. Рощино)» (рег. № А01-1483;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-20771-2022
ВЦ-4-70 №2,5;К-Ц-Ц №Ц,Ц;1;1;не машина;провайдер;Техническое устройство –радиальный вентилятор типа ВЦ-4-70 № 2,5, поз. Пу-1 Азотно-кислородная станция, Прирельсовый склад реагентов, газоперерабатывающее производство, «Южно-Балыкский ГПЗ» - филиал А;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-45241-2019
ДЭН «Шахтер»-2145ШМ;К «К»-ЦК;1;1;компрессор;провайдер;технические устройства: установки компрессорные винтовые переносные ДЭН «Шахтер»-2145ШМ , зав.№№ 159,224, применяемые на опасном производственном объекте и ООО «Шахта «Есаульская»;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-03098-2018
ДЭН «Шахтёр» 21110;К «К» Ц;1;1;компрессор;провайдер;техническое устройство: установка компрессорная винтовая типа ДЭН «Шахтёр» 21110 (зав. № 19), применяемое ООО «Шахта «Есаульская»;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00460-2018
КУ-2ГУ2-0,1/3075-250 У2;К-ЦКЦ-Ц,Ц/Ц-Ц КЦ;1;1;компрессор;провайдер;техническое устройство – Компрессорная установка КУ-2ГУ2-0,1/3075-250 У2, зав. №1 с трубопроводной обвязкой, применяемое на опасном производственном объекте ООО «Газпром газомоторное топливо»;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-471689-2025
4ГМ2.5-1,2/10-250;ЦКЦ.Ц-Ц,Ц/Ц-Ц;1;1;компрессор;провайдер;КОМПРЕССОРНАЯ УСТАНОВКА 4ГМ2.5-1,2/10-250;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-33736-2024
ММР6.330.040.000;КЦ.Ц.Ц.Ц;1;1;не машина;провайдер;ТЕХНИЧЕСКИЕ УСТРОЙСТВА Подогреватель газа ММР6.330.040.000 применяемый на опасном производственном объекте: Автомобильная газонаполнительная компрессорная станция №1 г.Махачкала зав. № 111104/104 инв.;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-29243-2024
ММР2.030.051.000;КЦ.Ц.Ц.Ц;1;1;не машина;провайдер;ТЕХНИЧЕСКИЕ УСТРОЙСТВА Аппарат теплообменный ММР2.030.051.000 применяемый на опасном производственном объекте: Автомобильная газонаполнительная компрессорная станция №1 г.Махачкала зав. № 111104/504 и;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-29244-2024
НL1КU-125/80-D;КЛЦКЛ-Ц/Ц-Л;1;1;компрессор;провайдер;Заключение №35-ТУ-175-2021, НL1КU-125/80-D ст.№ ГК-2, зав. № 4240/88/807 инв.№ 000002983, АГНКС-4 г. Ростов-на-Дону - Компрессорная установка- предназначена для сжатия природного газа повышения давлен;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02258-2022
4ГМ2, 5-1, 2/10-250;ЦКЦ, Ц-Ц, Ц/Ц-Ц;1;1;компрессор;провайдер;компрессорная установка 4ГМ2, 5-1, 2/10-250;https://monitor-pb.ru/conclusion/36-%D0%A2%D0%A3-04738-2017
3,5РВ.000;Ц,ЦК.Ц;1;1;ресивер;провайдер;ЗАКЛЮЧЕНИЕ № 0739/2026-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ технического устройства, применяемого на опасном производственном объекте, Наименование объекта экспертизы - Ресивер линейный 3,5РВ.000 т;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-934313-2026
3,5РД.000;Ц,ЦК.Ц;1;1;ресивер;провайдер;ЗАКЛЮЧЕНИЕ № 0734/2026-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ технического устройства, применяемого на опасном производственном объекте, Наименование объекта экспертизы - Ресивер дренажный 3,5РД.000 ;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-913372-2026
