inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;podsekciya;id_processa;ssylka;ssylka_etp
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308039;Кран башенный, козловой, мостовой;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5078925 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8492710;https://www.tektorg.ru/sale/procedures/8492710;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308043;Реализация Погрузчики;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;9185240 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8492704;https://www.tektorg.ru/sale/procedures/8492704;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308040;реализация Бульдозеры XCMG DL900A;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5628800 ₽;2023-11-17;2023-12-11;Работа комиссии;sale;;8492701;https://www.tektorg.ru/sale/procedures/8492701;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311330;РТИ, изделия асбестовые, ЗиП к ним, ВВ и химпродукция (Фибра полимерная BarChip 48) ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;11133683.02 ₽;2023-11-21;2023-12-08;Работа комиссии;sale;;9577703;https://www.tektorg.ru/sale/procedures/9577703;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ311329;Электродвигатели, кабельная продукция ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1735864.92 ₽;2023-11-21;2023-12-08;Работа комиссии;sale;;9577699;https://www.tektorg.ru/sale/procedures/9577699;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310536;Товары для перепродажи ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;4568694.05 ₽;2023-11-21;2023-12-08;Работа комиссии;sale;;9283386;https://www.tektorg.ru/sale/procedures/9283386;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310535;Машины, оборудование, здания, сооружения, участки ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;7619404 ₽;2023-11-21;2023-12-08;Работа комиссии;sale;vitrine;9283385;https://www.tektorg.ru/sale/procedures/9283385;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310540;Электродвигатели, кабельная продукция;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2363383.46 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;;9283441;https://www.tektorg.ru/sale/procedures/9283441;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310539;"З/ч к дробильно-размольному оборудованию (дробилкам, дезинтеграторам, грохотам, сита, панели, мельницы)
 - (Копия)";"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6954838.12 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;vitrine;9283387;https://www.tektorg.ru/sale/procedures/9283387;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310524;З/ч к буровому, шахтному оборудованию. Материалы шахтные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;19191943.34 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;vitrine;9283213;https://www.tektorg.ru/sale/procedures/9283213;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310530;З/ч оборудования,транспорта,спецтехники ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;4700039.19 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;;9283212;https://www.tektorg.ru/sale/procedures/9283212;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310529;РТИ, изделия асбестовые, ЗиП к ним, ВВ и химпродукция (Фибра полимерная BarChip 48) - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;11133683.02 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;;9283211;https://www.tektorg.ru/sale/procedures/9283211;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ310531;Подшипники (в т.ч. узлы), ЗиП к подшипникам ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;1640812.06 ₽;2023-10-25;2023-11-10;Работа комиссии;sale;vitrine;9283208;https://www.tektorg.ru/sale/procedures/9283208;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308298;Оборудование насосное, компрессорное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;4156846.9 ₽;2023-09-14;2023-10-31;Отменён;sale;vitrine;8574516;https://www.tektorg.ru/sale/procedures/8574516;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308297;Оборудование насосное, компрессорное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;57100362.94 ₽;2023-09-14;2023-10-25;Отменён;sale;vitrine;8572767;https://www.tektorg.ru/sale/procedures/8572767;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308546;З/ч к буровому, шахтному оборудованию. Материалы шахтные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;20528891.86 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;vitrine;8730780;https://www.tektorg.ru/sale/procedures/8730780;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308543;Подшипники (в т.ч. узлы), ЗиП к подшипникам;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2046795.24 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;vitrine;8730771;https://www.tektorg.ru/sale/procedures/8730771;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308542;"З/ч к дробильно-размольному оборудованию (дробилкам, дезинтеграторам, грохотам, сита, панели, мельницы)
";"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6387086.21 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;vitrine;8730762;https://www.tektorg.ru/sale/procedures/8730762;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308545;З/ч оборудования,транспорта,спецтехники ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5373161.99 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;;8730755;https://www.tektorg.ru/sale/procedures/8730755;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308109;Товары для перепродажи;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5710867.54 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;;8502784;https://www.tektorg.ru/sale/procedures/8502784;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308108;Машины, оборудование, здания, сооружения, участки;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;10664891.18 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;vitrine;8502777;https://www.tektorg.ru/sale/procedures/8502777;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308110;РТИ, изделия асбестовые, ЗиП к ним, ВВ и химпродукция (Фибра полимерная BarChip 48);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;13689924.54 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;;8500074;https://www.tektorg.ru/sale/procedures/8500074;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308064;Электродвигатели, кабельная продукция;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;3065134.11 ₽;2023-09-18;2023-10-17;Работа комиссии;sale;;8492912;https://www.tektorg.ru/sale/procedures/8492912;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308548;Машины, оборудование, здания, сооружения, участки - (Копия);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;10136993.54 ₽;2023-08-28;2023-09-08;Работа комиссии;sale;vitrine;8731002;https://www.tektorg.ru/sale/procedures/8731002;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308544;Материалы электротехнические (Электродвигатели, кабельная продукция);"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2282882.07 ₽;2023-08-28;2023-09-08;Работа комиссии;sale;;8730763;https://www.tektorg.ru/sale/procedures/8730763;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308143;Карбамид марка А Г2081 50кг;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;298304.49 ₽;2023-08-28;2023-09-08;Работа комиссии;sale;vitrine;8518412;https://www.tektorg.ru/sale/procedures/8518412;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308277;Оборудование подъемно-транспортное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;250195.58 ₽;2023-08-09;2023-08-31;Отменён;sale;vitrine;8562014;https://www.tektorg.ru/sale/procedures/8562014;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308097;Оборудование станочное;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;667856 ₽;2023-08-03;2023-08-31;Отменён;sale;;8501985;https://www.tektorg.ru/sale/procedures/8501985;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308065;Тракторы ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6992000 ₽;2023-08-02;2023-08-31;Отменён;sale;;8492913;https://www.tektorg.ru/sale/procedures/8492913;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308105;З/ч к буровому, шахтному оборудованию. Материалы шахтные;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;20528891.86 ₽;2023-08-03;2023-08-18;Работа комиссии;sale;vitrine;8501787;https://www.tektorg.ru/sale/procedures/8501787;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308103;З/ч оборудования,транспорта,спецтехники;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;5373161.99 ₽;2023-08-03;2023-08-18;Работа комиссии;sale;;8501786;https://www.tektorg.ru/sale/procedures/8501786;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308106;Подшипники (в т.ч. узлы), ЗиП к подшипникам;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;2046795.24 ₽;2023-08-03;2023-08-18;Работа комиссии;sale;vitrine;8501784;https://www.tektorg.ru/sale/procedures/8501784;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ308107;"З/ч к дробильно-размольному оборудованию (дробилкам, дезинтеграторам, грохотам, сита, панели, мельницы)
";"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6387086.21 ₽;2023-08-03;2023-08-18;Работа комиссии;sale;vitrine;8501597;https://www.tektorg.ru/sale/procedures/8501597;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ110123; З/ч авто-и спецтехн. Komatsu;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;94179970 ₽;2021-11-22;2021-12-24;Работа комиссии;sale;;1611006;https://www.tektorg.ru/sale/procedures/1611006;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ110122;электродвигатели, вибродвигатели, кабельная продукция, Трансформатор КТП-РН,Шкаф КРУ-РН-ВВ-6-ОГ-УХЛ, Фибра полимерная, Лента конвейерная;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;32644614.7 ₽;2021-11-22;2021-12-24;Работа комиссии;sale;;1610986;https://www.tektorg.ru/sale/procedures/1610986;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ110037;Реализация оборудования 16 единиц;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;26981823 ₽;2021-11-23;2021-12-24;Работа комиссии, Отменён;sale;;1545031;https://www.tektorg.ru/sale/procedures/1545031;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ110036;Реализация 16 единиц Седельные тягачи КАМАЗ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;6842455 ₽;2021-11-23;2021-12-24;Работа комиссии, Отменён;sale;;1545019;https://www.tektorg.ru/sale/procedures/1545019;
1433000147;"АК ""АЛРОСА"" (ПАО)";ПИ110038;Реализация  а/м ГАЗ, УАЗ, пп МАЗ;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";Запрос предложений;4214686 ₽;2021-11-23;2021-12-24;Отменён, Работа комиссии;sale;;1551920;https://www.tektorg.ru/sale/procedures/1551920;
